Season,Name,Team,playerid
2004,Victor Martinez,Indians,393
2009,Denard Span,Twins,8347
2004,Michael Young,Rangers,1286
2008,Raul Ibanez,Mariners,607
2005,Grady Sizemore,Indians,2197
2009,Adam LaRoche,- - -,1904
2013,Carlos Beltran,Cardinals,589
2008,Jose Reyes,Mets,1736
2004,Mark Bellhorn,Red Sox,264
2015,Brandon Belt,Giants,10264
2009,Felipe Lopez,- - -,1311
2015,Lucas Duda,Mets,2502
2012,Shin-Soo Choo,Indians,3174
2007,Paul Konerko,White Sox,242
2006,Mike Cameron,Padres,1070
2010,Andrew McCutchen,Pirates,9847
2011,Ben Zobrist,Rays,7435
2014,Starling Marte,Pirates,9241
2013,Prince Fielder,Tigers,4613
2007,Bobby Abreu,Yankees,945
2004,Johnny Estrada,Braves,955
2006,Hanley Ramirez,Marlins,8001
2006,Jose Reyes,Mets,1736
2010,Andres Torres,Giants,1488
2009,Martin Prado,Braves,3312
2006,Austin Kearns,- - -,332
2012,Corey Hart,Brewers,1945
2016,Carlos Beltran,- - -,589
2004,Mark Kotsay,Athletics,1042
2004,Sammy Sosa,Cubs,302
2002,Scott Hatteberg,Athletics,916
2016,Mark Trumbo,Orioles,6876
2005,Bill Hall,Brewers,1605
2008,Adam LaRoche,Pirates,1904
2008,David DeJesus,Royals,1825
2016,Dustin Pedroia,Red Sox,8370
2009,Carl Crawford,Rays,1201
2010,Hideki Matsui,Angels,1659
2010,Carlos Quentin,White Sox,6274
2002,Shannon Stewart,Blue Jays,1322
2002,Robin Ventura,Yankees,854
2012,Alex Gordon,Royals,5209
2007,Raul Ibanez,Mariners,607
2009,Casey Blake,Dodgers,719
2013,Justin Upton,Braves,5222
2009,Aaron Hill,Blue Jays,6104
2006,Kevin Youkilis,Red Sox,1935
2010,Torii Hunter,Angels,731
2013,Buster Posey,Giants,9166
2009,Chone Figgins,Angels,1580
2013,Jason Kipnis,Indians,9776
2015,Curtis Granderson,Mets,4747
2011,Rickie Weeks Jr.,Brewers,1849
2005,Melvin Mora,Orioles,157
2014,Seth Smith,Padres,7331
2007,Rickie Weeks Jr.,Brewers,1849
2013,Hunter Pence,Giants,8252
2005,Shawn Green,Diamondbacks,651
2014,Adam LaRoche,Nationals,1904
2009,Carlos Lee,Astros,243
2003,Mark Loretta,Padres,1383
2004,Derek Jeter,Yankees,826
2002,Corey Koskie,Twins,738
2016,Ian Kinsler,Tigers,6195
2012,Torii Hunter,Angels,731
2002,Randy Winn,Devil Rays,1235
2008,Melvin Mora,Orioles,157
2009,Magglio Ordonez,Tigers,248
2006,Richie Sexson,Mariners,709
2011,Jhonny Peralta,Tigers,1738
2011,Carlos Pena,Cubs,934
2013,Chase Utley,Phillies,1679
2006,Kevin Millar,Orioles,529
2007,Brian Roberts,Orioles,166
2014,Neil Walker,Pirates,7539
2003,Shannon Stewart,- - -,1322
2009,Luke Scott,Orioles,3469
2009,Hunter Pence,Astros,8252
2016,Jonathan Villar,Brewers,10071
2003,Frank Catalanotto,Blue Jays,1241
2008,J.J. Hardy,Brewers,3797
2005,Luis Gonzalez,Diamondbacks,55
2011,Ryan Howard,Phillies,2154
2008,Stephen Drew,Diamondbacks,4251
2010,Stephen Drew,Diamondbacks,4251
2009,Dan Uggla,Marlins,3442
2004,Jason Kendall,Pirates,993
2011,Seth Smith,Rockies,7331
2004,David Bell,Phillies,1108
2003,Rondell White,- - -,856
2015,Jason Kipnis,Indians,9776
2007,Carl Crawford,Devil Rays,1201
2007,Jose Guillen,Mariners,57
2016,Jose Ramirez,Indians,13510
2012,Carlos Beltran,Cardinals,589
2006,Carl Crawford,Devil Rays,1201
2006,Magglio Ordonez,Tigers,248
2002,Mark Kotsay,Padres,1042
2006,Rafael Furcal,Dodgers,88
2015,Eric Hosmer,Royals,3516
2016,Jose Bautista,Blue Jays,1887
2009,Chipper Jones,Braves,97
2013,Chris Johnson,Braves,1191
2007,Torii Hunter,Twins,731
2010,Delmon Young,Twins,2140
2015,Adrian Gonzalez,Dodgers,1908
2016,Jackie Bradley Jr.,Red Sox,12984
2014,Melky Cabrera,Blue Jays,4022
2003,Jody Gerut,Indians,1696
2005,Lyle Overbay,Brewers,1617
2011,Casey Kotchman,Rays,1930
2003,Carlos Lee,White Sox,243
2003,Moises Alou,Cubs,261
2004,Pat Burrell,Phillies,949
2006,Prince Fielder,Brewers,4613
2010,Martin Prado,Braves,3312
2011,Nelson Cruz,Rangers,2434
2004,Andruw Jones,Braves,96
2009,Kosuke Fukudome,Cubs,3263
2005,Brady Clark,Brewers,1398
2009,Marco Scutaro,Blue Jays,1555
2013,Ryan Zimmerman,Nationals,4220
2014,Carlos Santana,Indians,2396
2011,Brandon Phillips,Reds,791
2015,Mike Moustakas,Royals,4892
2007,Justin Morneau,Twins,1737
2003,Shawn Green,Dodgers,651
2006,Matt Murton,Cubs,6307
2004,Raul Ibanez,Mariners,607
2005,Jay Gibbons,Orioles,141
2016,Justin Turner,Dodgers,5235
2016,George Springer,Astros,12856
2009,Alberto Callaspo,Royals,3336
2004,Tino Martinez,Devil Rays,1168
2013,Shane Victorino,Red Sox,1677
2011,Yadier Molina,Cardinals,7007
2007,Eric Byrnes,Diamondbacks,905
2011,Matt Joyce,Rays,3353
2011,Miguel Montero,Diamondbacks,3364
2010,Nick Markakis,Orioles,5930
2006,Mark DeRosa,Rangers,1392
2003,Raul Mondesi,- - -,1314
2012,Jay Bruce,Reds,9892
2004,Juan Uribe,White Sox,454
2006,Conor Jackson,Diamondbacks,5997
2011,Billy Butler,Royals,7399
2016,Jake Lamb,Diamondbacks,13329
2012,Bryce Harper,Nationals,11579
2010,Alfonso Soriano,Cubs,847
2002,Derek Jeter,Yankees,826
2007,Ryan Church,Nationals,2106
2012,Ryan Zimmerman,Nationals,4220
2009,Shane Victorino,Phillies,1677
2012,Garrett Jones,Pirates,2714
2009,Brian Roberts,Orioles,166
2004,Eric Byrnes,Athletics,905
2006,Michael Young,Rangers,1286
2002,Scott Spiezio,Angels,37
2006,Jacque Jones,Cubs,735
2006,Torii Hunter,Twins,731
2006,Ramon Hernandez,Orioles,918
2012,Jason Kubel,Diamondbacks,2161
2012,Chris Davis,Orioles,9272
2008,Edwin Encarnacion,Reds,2151
2014,Adrian Gonzalez,Dodgers,1908
2015,Mookie Betts,Red Sox,13611
2003,Kevin Millar,Red Sox,529
2011,Michael Cuddyer,Twins,1534
2004,Steve Finley,- - -,54
2007,Mark DeRosa,Cubs,1392
2008,Melvin Upton Jr.,Rays,5015
2012,A.J. Pierzynski,White Sox,746
2002,Brian Daubach,Red Sox,186
2013,Domonic Brown,Phillies,3154
2011,Carlos Santana,Indians,2396
2016,Starling Marte,Pirates,9241
2009,Asdrubal Cabrera,Indians,4962
2008,Torii Hunter,Angels,731
2009,Ian Kinsler,Rangers,6195
2008,Shane Victorino,Phillies,1677
2006,Ryan Zimmerman,Nationals,4220
2016,Victor Martinez,Tigers,393
2012,Jason Heyward,Braves,4940
2008,Mike Cameron,Brewers,1070
2006,David DeJesus,Royals,1825
2006,Emil Brown,Royals,1197
2014,Josh Donaldson,Athletics,5038
2015,Adam Lind,Brewers,8027
2002,Mike Lowell,Marlins,527
2005,Johnny Damon,Red Sox,185
2011,Josh Willingham,Athletics,2103
2005,David DeJesus,Royals,1825
2005,Bill Mueller,Red Sox,295
2011,Melky Cabrera,Royals,4022
2003,A.J. Pierzynski,Twins,746
2002,Troy Glaus,Angels,15
2004,Shawn Green,Dodgers,651
2009,Juan Rivera,Angels,843
2014,Todd Frazier,Reds,785
2011,Dexter Fowler,Rockies,4062
2005,Coco Crisp,Indians,1572
2007,Brandon Phillips,Reds,791
2016,Evan Longoria,Rays,9368
2012,Andre Ethier,Dodgers,6265
2013,Adam Jones,Orioles,6368
2006,Joe Crede,White Sox,227
2011,Brian McCann,Braves,4810
2007,Ian Kinsler,Rangers,6195
2004,Shea Hillenbrand,Diamondbacks,196
2010,Chris Young,Diamondbacks,3882
2002,Mo Vaughn,Mets,899
2015,Logan Forsythe,Rays,7185
2011,Mark Reynolds,Orioles,7619
2008,Russell Martin,Dodgers,4616
2006,Dan Uggla,Marlins,3442
2012,Alfonso Soriano,Cubs,847
2013,Eric Hosmer,Royals,3516
2015,Ben Zobrist,- - -,7435
2007,Kevin Millar,Orioles,529
2010,Justin Upton,Diamondbacks,5222
2006,Edgar Renteria,Braves,1178
2003,Erubiel Durazo,Athletics,1413
2011,Jay Bruce,Reds,9892
2011,Howie Kendrick,Angels,4229
2005,Sean Casey,Reds,314
2016,Khris Davis,Athletics,9112
2016,Carlos Correa,Astros,14162
2009,Nick Markakis,Orioles,5930
2016,Jose Abreu,White Sox,15676
2004,Michael Barrett,Cubs,762
2002,Edgar Renteria,Cardinals,1178
2007,Edwin Encarnacion,Reds,2151
2002,Trot Nixon,Red Sox,204
2005,Emil Brown,Royals,1197
2004,Craig Biggio,Astros,549
2005,Jose Guillen,Nationals,57
2007,Randy Winn,Giants,1235
2003,Luis Castillo,Marlins,513
2015,Yunel Escobar,Nationals,4191
2003,Placido Polanco,Phillies,1176
2007,Luis Gonzalez,Dodgers,55
2004,Vernon Wells,Blue Jays,1326
2003,Travis Lee,Devil Rays,958
2006,Orlando Hudson,Diamondbacks,1307
2007,Michael Cuddyer,Twins,1534
2003,Joe Randa,Royals,623
2011,Yunel Escobar,Blue Jays,4191
2015,Mitch Moreland,Rangers,3086
2007,Adam LaRoche,Pirates,1904
2009,Nate McLouth,- - -,3190
2016,Xander Bogaerts,Red Sox,12161
2011,Chipper Jones,Braves,97
2003,Orlando Cabrera,Expos,766
2002,Brian Jordan,Dodgers,658
2011,Freddie Freeman,Braves,5361
2002,Johnny Damon,Red Sox,185
2016,Michael Saunders,Blue Jays,9981
2004,Carlos Pena,Tigers,934
2005,Alfonso Soriano,Rangers,847
2014,Dexter Fowler,Astros,4062
2010,Bobby Abreu,Angels,945
2007,J.D. Drew,Red Sox,1152
2002,Ichiro Suzuki,Mariners,1101
2008,Kelly Johnson,Braves,2234
2015,Jose Altuve,Astros,5417
2016,Jason Kipnis,Indians,9776
2008,Jhonny Peralta,Indians,1738
2008,Jason Kubel,Twins,2161
2004,Matt Lawton,Indians,390
2004,Bernie Williams,Yankees,857
2012,Derek Jeter,Yankees,826
2010,Casey McGehee,Brewers,6086
2010,J.D. Drew,Red Sox,1152
2002,Mike Lieberthal,Phillies,959
2003,Mark Teixeira,Rangers,1281
2009,Jermaine Dye,White Sox,911
2008,Casey Blake,- - -,719
2013,Dustin Pedroia,Red Sox,8370
2006,Jamey Carroll,Rockies,1591
2005,Jason Lane,Astros,1397
2004,Jimmy Rollins,Phillies,971
2011,Jeff Francoeur,Royals,4792
2007,Miguel Tejada,Orioles,941
2009,Marlon Byrd,Rangers,950
2007,Kenny Lofton,- - -,246
2003,Kenny Lofton,- - -,246
2013,Torii Hunter,Tigers,731
2005,Juan Encarnacion,Marlins,320
2015,Carlos Beltran,Yankees,589
2015,Adam Eaton,White Sox,11205
2003,Mark Grudzielanek,Cubs,653
2004,Milton Bradley,Dodgers,369
2014,Kyle Seager,Mariners,9785
2010,Ike Davis,Mets,8433
2007,Dan Uggla,Marlins,3442
2010,Brett Gardner,Yankees,9927
2005,Luis Castillo,Marlins,513
2013,Adrian Gonzalez,Dodgers,1908
2012,Adam Dunn,White Sox,319
2009,Mike Cameron,Brewers,1070
2016,Chris Carter,Brewers,9911
2008,Jorge Cantu,Marlins,2521
2009,Grady Sizemore,Indians,2197
2006,Aubrey Huff,- - -,1213
2014,Alex Gordon,Royals,5209
2006,Mike Lowell,Red Sox,527
2008,Alex Rios,Blue Jays,2090
2008,Fred Lewis,Giants,4693
2006,Jimmy Rollins,Phillies,971
2007,Michael Young,Rangers,1286
2003,Rafael Furcal,Braves,88
2012,Adrian Gonzalez,- - -,1908
2012,Mark Trumbo,Angels,6876
2011,Logan Morrison,Marlins,9205
2002,Bret Boone,Mariners,1067
2015,Jason Heyward,Cardinals,4940
2012,Curtis Granderson,Yankees,4747
2014,Chris Carter,Astros,9911
2004,Juan Pierre,Marlins,443
2016,Asdrubal Cabrera,Mets,4962
2006,Nick Markakis,Orioles,5930
2008,Randy Winn,Giants,1235
2011,Andre Ethier,Dodgers,6265
2012,Martin Prado,Braves,3312
2013,Billy Butler,Royals,7399
2010,Gaby Sanchez,Marlins,3361
2016,Stephen Piscotty,Cardinals,13367
2008,Matt Kemp,Dodgers,5631
2012,Mark Teixeira,Yankees,1281
2007,Jason Varitek,Red Sox,217
2013,Jonathan Lucroy,Brewers,7870
2002,Adam Kennedy,Angels,19
2015,Charlie Blackmon,Rockies,7859
2009,Miguel Tejada,Astros,941
2003,Marlon Byrd,Phillies,950
2013,Jed Lowrie,Athletics,4418
2008,Luke Scott,Orioles,3469
2005,Shea Hillenbrand,Blue Jays,196
2007,Jose Vidro,Mariners,802
2016,Yasmany Tomas,Diamondbacks,17171
2005,Raul Ibanez,Mariners,607
2012,Cody Ross,Red Sox,1760
2016,Elvis Andrus,Rangers,8709
2004,Scott Hatteberg,Athletics,916
2013,Jay Bruce,Reds,9892
2003,Miguel Tejada,Athletics,941
2008,Cody Ross,Marlins,1760
2011,J.J. Hardy,Orioles,3797
2012,Dustin Pedroia,Red Sox,8370
2008,Derek Jeter,Yankees,826
2013,Starling Marte,Pirates,9241
2004,Torii Hunter,Twins,731
2002,Ben Grieve,Devil Rays,1209
2010,Alex Rios,White Sox,2090
2007,Jermaine Dye,White Sox,911
2012,Carlos Santana,Indians,2396
2008,Lyle Overbay,Blue Jays,1617
2004,Mike Piazza,Mets,893
2010,Curtis Granderson,Yankees,4747
2011,Asdrubal Cabrera,Indians,4962
2012,Nori Aoki,Brewers,13075
2016,Adam Eaton,White Sox,11205
2008,Cristian Guzman,Nationals,728
2009,Adam Jones,Orioles,6368
2014,Jhonny Peralta,Cardinals,1738
2007,Adrian Beltre,Mariners,639
2002,Jermaine Dye,Athletics,911
2005,Jorge Cantu,Devil Rays,2521
2005,Carl Crawford,Devil Rays,1201
2011,Edwin Encarnacion,Blue Jays,2151
2007,Ty Wigginton,- - -,1491
2009,Jorge Cantu,Marlins,2521
2010,Derrek Lee,- - -,525
2016,Bryce Harper,Nationals,11579
2010,Omar Infante,Braves,1609
2009,David DeJesus,Royals,1825
2005,Ryan Klesko,Padres,1041
2011,Eric Hosmer,Royals,3516
2010,Marlon Byrd,Cubs,950
2005,Ray Durham,Giants,230
2007,Brian Giles,Padres,990
2003,Jose Cruz,Giants,1296
2008,Alex Gordon,Royals,5209
2007,Aaron Hill,Blue Jays,6104
2008,Paul Konerko,White Sox,242
2013,Jacoby Ellsbury,Red Sox,4727
2005,Carlos Lee,Brewers,243
2015,Christian Yelich,Marlins,11477
2003,Raul Ibanez,Royals,607
2005,Preston Wilson,- - -,545
2010,Raul Ibanez,Phillies,607
2016,Mike Napoli,Indians,3057
2009,Dexter Fowler,Rockies,4062
2016,Anthony Rendon,Nationals,12861
2012,Freddie Freeman,Braves,5361
2010,Hunter Pence,Astros,8252
2011,Gaby Sanchez,Marlins,3361
2016,Melky Cabrera,White Sox,4022
2009,Jack Cust,Athletics,1564
2009,David Ortiz,Red Sox,745
2006,Paul Lo Duca,Mets,662
2004,Alfonso Soriano,Rangers,847
2006,Brian Giles,Padres,990
2015,Todd Frazier,Reds,785
2003,Hideki Matsui,Yankees,1659
2013,Will Venable,Padres,211
2003,Jacque Jones,Twins,735
2004,Placido Polanco,Phillies,1176
2009,Cody Ross,Marlins,1760
2005,Kevin Mench,Rangers,1261
2014,Luis Valbuena,Cubs,4969
2012,Alex Rodriguez,Yankees,1274
2008,Jimmy Rollins,Phillies,971
2016,Danny Valencia,Athletics,6364
2016,Yadier Molina,Cardinals,7007
2013,Kendrys Morales,Mariners,8610
2005,Craig Biggio,Astros,549
2006,Geoff Jenkins,Brewers,690
2008,Yunel Escobar,Braves,4191
2016,Wil Myers,Padres,10047
2014,Denard Span,Nationals,8347
2007,Akinori Iwamura,Devil Rays,7781
2003,Ichiro Suzuki,Mariners,1101
2004,Jack Wilson,Pirates,1017
2014,Kole Calhoun,Angels,11200
2006,Chad Tracy,Diamondbacks,1888
2003,Bernie Williams,Yankees,857
2002,Todd Zeile,Rockies,457
2012,A.J. Ellis,Dodgers,5677
2010,Adam LaRoche,Diamondbacks,1904
2002,Todd Walker,Reds,359
2007,Brendan Harris,Devil Rays,2178
2016,Buster Posey,Giants,9166
2005,Jorge Posada,Yankees,841
2007,Andre Ethier,Dodgers,6265
2014,Starlin Castro,Cubs,4579
2012,Justin Upton,Diamondbacks,5222
2002,Mike Cameron,Mariners,1070
2014,Christian Yelich,Marlins,11477
2006,Luis Gonzalez,Diamondbacks,55
2010,Mike Napoli,Angels,3057
2009,Orlando Hudson,Dodgers,1307
2008,Ryan Theriot,Cubs,3811
2011,Carlos Lee,Astros,243
2015,Francisco Cervelli,Pirates,5275
2007,Freddy Sanchez,Pirates,1624
2004,Coco Crisp,Indians,1572
2013,Ian Desmond,Nationals,6885
2014,Hunter Pence,Giants,8252
2004,Mike Cameron,Mets,1070
2009,Erick Aybar,Angels,4082
2013,Andre Ethier,Dodgers,6265
2007,J.J. Hardy,Brewers,3797
2016,Francisco Lindor,Indians,12916
2013,Alfonso Soriano,- - -,847
2004,Rafael Palmeiro,Orioles,1266
2003,Jeff Conine,- - -,131
2006,Tadahito Iguchi,White Sox,8581
2006,Ryan Freel,Reds,1207
2014,Adam Jones,Orioles,6368
2016,Kole Calhoun,Angels,11200
2007,Ryan Zimmerman,Nationals,4220
2015,Russell Martin,Blue Jays,4616
2005,Tadahito Iguchi,White Sox,8581
2005,Joe Randa,- - -,623
2003,Angel Berroa,Royals,591
2014,Yan Gomes,Indians,9627
2014,Adam Eaton,White Sox,11205
2003,Ramon Hernandez,Athletics,918
2016,Chris Davis,Orioles,9272
2005,Joe Mauer,Twins,1857
2008,Skip Schumaker,Cardinals,3704
2005,Eric Chavez,Athletics,906
2014,Albert Pujols,Angels,1177
2011,Matt Wieters,Orioles,4298
2007,Jack Wilson,Pirates,1017
2016,Jay Bruce,- - -,9892
2015,Justin Upton,Padres,5222
2014,Ryan Braun,Brewers,3410
2007,Shane Victorino,Phillies,1677
2007,Mark Ellis,Athletics,1443
2006,Eric Chavez,Athletics,906
2014,Lonnie Chisenhall,Indians,7571
2002,Shea Hillenbrand,Red Sox,196
2013,Victor Martinez,Tigers,393
2003,Mike Cameron,Mariners,1070
2008,Alexei Ramirez,White Sox,5133
2006,Mike Jacobs,Marlins,2231
2014,Brian Dozier,Twins,9810
2003,Michael Young,Rangers,1286
2005,Julio Lugo,Devil Rays,565
2007,Casey Blake,Indians,719
2014,Brandon Moss,Athletics,4467
2014,Charlie Blackmon,Rockies,7859
2007,Kevin Kouzmanoff,Padres,5995
2016,Curtis Granderson,Mets,4747
2005,Dmitri Young,Tigers,505
2013,Coco Crisp,Athletics,1572
2003,Marquis Grissom,Giants,652
2006,Ichiro Suzuki,Mariners,1101
2016,Kendrys Morales,Royals,8610
2011,Ryan Roberts,Diamondbacks,5653
2013,James Loney,Rays,4556
2004,Orlando Hudson,Blue Jays,1307
2012,Kendrys Morales,Angels,8610
2005,Garrett Atkins,Rockies,1790
2007,Aubrey Huff,Orioles,1213
2004,Khalil Greene,Padres,1826
2006,Adrian Beltre,Mariners,639
2003,John Olerud,Mariners,1093
2009,Jacoby Ellsbury,Red Sox,4727
2004,Jermaine Dye,Athletics,911
2014,Matt Carpenter,Cardinals,8090
2007,Austin Kearns,Nationals,332
2008,Garrett Atkins,Rockies,1790
2008,Hunter Pence,Astros,8252
2008,Placido Polanco,Tigers,1176
2015,Josh Reddick,Athletics,3892
2008,Mike Jacobs,Marlins,2231
2011,Adam Jones,Orioles,6368
2004,Mike Lieberthal,Phillies,959
2007,Jeff Francoeur,Braves,4792
2002,Kenny Lofton,- - -,246
2009,Curtis Granderson,Tigers,4747
2008,Mark Reynolds,Diamondbacks,7619
2004,D'Angelo Jimenez,Reds,1038
2005,Rafael Furcal,Braves,88
2003,Tino Martinez,Cardinals,1168
2009,Scott Podsednik,White Sox,1095
2010,Drew Stubbs,Reds,9328
2002,Jay Gibbons,Orioles,141
2015,Xander Bogaerts,Red Sox,12161
2005,David Eckstein,Cardinals,10
2009,Skip Schumaker,Cardinals,3704
2009,Nyjer Morgan,- - -,4885
2007,Reggie Willits,Angels,5590
2011,Jon Jay,Cardinals,5227
2016,Odubel Herrera,Phillies,11476
2006,Kenji Johjima,Mariners,5811
2011,Starlin Castro,Cubs,4579
2014,Marcell Ozuna,Marlins,10324
2010,Johnny Damon,Tigers,185
2006,Xavier Nady,- - -,1658
2003,Randy Winn,Mariners,1235
2015,Chris Coghlan,Cubs,6878
2007,Jhonny Peralta,Indians,1738
2010,Dexter Fowler,Rockies,4062
2015,Starling Marte,Pirates,9241
2004,Ryan Freel,Reds,1207
2002,Jose Valentin,White Sox,256
2003,Aaron Boone,- - -,311
2015,Adrian Beltre,Rangers,639
2003,Craig Biggio,Astros,549
2006,Eric Byrnes,Diamondbacks,905
2004,Chone Figgins,Angels,1580
2009,Ryan Ludwick,Cardinals,1260
2007,Jose Reyes,Mets,1736
2003,Aramis Ramirez,- - -,1002
2011,Torii Hunter,Angels,731
2015,Dee Gordon,Marlins,8203
2013,Kyle Seager,Mariners,9785
2004,Randy Winn,Mariners,1235
2004,Ronnie Belliard,Indians,677
2013,Chris Carter,Astros,9911
2014,Matt Adams,Cardinals,9393
2008,Ken Griffey Jr.,- - -,327
2010,Adam Jones,Orioles,6368
2009,Yadier Molina,Cardinals,7007
2003,Ronnie Belliard,Rockies,677
2013,Nick Swisher,Indians,4599
2002,David Eckstein,Angels,10
2003,D'Angelo Jimenez,- - -,1038
2004,Geoff Jenkins,Brewers,690
2006,Kenny Lofton,Dodgers,246
2003,Wes Helms,Brewers,94
2010,Brandon Phillips,Reds,791
2016,Rougned Odor,Rangers,12282
2005,Matt Lawton,- - -,390
2010,Michael Young,Rangers,1286
2007,Carlos Delgado,Mets,1297
2013,Howie Kendrick,Angels,4229
2016,Logan Forsythe,Rays,7185
2016,Ian Desmond,Rangers,6885
2002,Reggie Sanders,Giants,1129
2003,Carlos Pena,Tigers,934
2009,Brandon Phillips,Reds,791
2006,Shawn Green,- - -,651
2004,Michael Tucker,Giants,635
2012,Nelson Cruz,Rangers,2434
2016,Martin Prado,Marlins,3312
2004,Larry Bigbie,Orioles,128
2008,Adrian Beltre,Mariners,639
2009,Franklin Gutierrez,Mariners,3255
2015,Stephen Vogt,Athletics,5000
2015,Robinson Cano,Mariners,3269
2011,Peter Bourjos,Angels,2578
2014,Torii Hunter,Tigers,731
2005,Vernon Wells,Blue Jays,1326
2002,Juan Encarnacion,- - -,320
2012,Pedro Alvarez,Pirates,2495
2012,Jose Reyes,Marlins,1736
2009,Adam Kennedy,Athletics,19
2006,Curtis Granderson,Tigers,4747
2011,Emilio Bonifacio,Marlins,4054
2016,Cesar Hernandez,Phillies,10556
2002,Joe Randa,Royals,623
2015,Joc Pederson,Dodgers,11899
2015,Troy Tulowitzki,- - -,3531
2013,Brett Gardner,Yankees,9927
2008,James Loney,Dodgers,4556
2012,Mark Reynolds,Orioles,7619
2015,Ian Kinsler,Tigers,6195
2004,Carl Crawford,Devil Rays,1201
2015,Kyle Seager,Mariners,9785
2012,Chris Johnson,- - -,1191
2010,Angel Pagan,Mets,2918
2016,Adrian Gonzalez,Dodgers,1908
2005,Robinson Cano,Yankees,3269
2013,Ben Zobrist,Rays,7435
2003,Bobby Kielty,- - -,736
2009,Luis Castillo,Mets,513
2005,Ronnie Belliard,Indians,677
2015,Adam Jones,Orioles,6368
2015,Gerardo Parra,- - -,8553
2013,Ian Kinsler,Rangers,6195
2005,Kevin Millar,Red Sox,529
2004,Pedro Feliz,Giants,1112
2012,Neil Walker,Pirates,7539
2002,Tino Martinez,Cardinals,1168
2004,Jeff Conine,Marlins,131
2012,Angel Pagan,Giants,2918
2014,Aramis Ramirez,Brewers,1002
2002,Doug Mientkiewicz,Twins,741
2011,Dan Uggla,Braves,3442
2014,Adam Dunn,- - -,319
2007,Mark Teahen,Royals,4511
2016,Matt Kemp,- - -,5631
2015,Odubel Herrera,Phillies,11476
2008,Ryan Garko,Indians,6319
2007,Johnny Damon,Yankees,185
2013,Neil Walker,Pirates,7539
2016,J.T. Realmuto,Marlins,11739
2009,Ryan Sweeney,Athletics,6352
2015,Albert Pujols,Angels,1177
2016,Brad Miller,Rays,12775
2002,David Bell,Giants,1108
2014,Ben Zobrist,Rays,7435
2011,Melvin Upton Jr.,Rays,5015
2011,Nick Markakis,Orioles,5930
2006,Melky Cabrera,Yankees,4022
2012,Alejandro De Aza,White Sox,3371
2016,Adam Duvall,Reds,10950
2015,Dexter Fowler,Cubs,4062
2007,Mike Cameron,Padres,1070
2004,Edgardo Alfonzo,Giants,859
2003,Sean Casey,Reds,314
2007,Melvin Mora,Orioles,157
2010,Lyle Overbay,Blue Jays,1617
2013,Austin Jackson,Tigers,9848
2006,Todd Walker,- - -,359
2007,Jose Bautista,Pirates,1887
2005,Nick Swisher,Athletics,4599
2012,Asdrubal Cabrera,Indians,4962
2012,Ryan Doumit,Twins,2113
2009,James Loney,Dodgers,4556
2003,Jose Valentin,White Sox,256
2003,Eric Hinske,Blue Jays,1305
2005,Jimmy Rollins,Phillies,971
2012,David DeJesus,Cubs,1825
2002,Randall Simon,Tigers,497
2010,Jeff Keppinger,Astros,3856
2015,Brandon Crawford,Giants,5343
2003,Sean Burroughs,Padres,1021
2006,Dave Roberts,Padres,670
2002,Preston Wilson,Marlins,545
2013,Adam Dunn,White Sox,319
2002,Omar Vizquel,Indians,411
2013,Justin Smoak,Mariners,9054
2002,Robert Fick,Tigers,466
2005,Ichiro Suzuki,Mariners,1101
2003,Jay Gibbons,Orioles,141
2003,Shea Hillenbrand,- - -,196
2014,Brett Gardner,Yankees,9927
2012,Matt Wieters,Orioles,4298
2004,Paul Lo Duca,- - -,662
2008,Rickie Weeks Jr.,Brewers,1849
2015,Matt Duffy,Giants,13836
2007,Ronnie Belliard,Nationals,677
2011,Derek Jeter,Yankees,826
2013,Pablo Sandoval,Giants,5409
2010,Jonny Gomes,Reds,1845
2014,Trevor Plouffe,Twins,7462
2016,Gregory Polanco,Pirates,12907
2010,Shane Victorino,Phillies,1677
2005,Brad Wilkerson,Nationals,804
2013,Nate Schierholtz,Cubs,6201
2007,Tadahito Iguchi,- - -,8581
2012,Ike Davis,Mets,8433
2006,Omar Vizquel,Giants,411
2003,Scott Spiezio,Angels,37
2006,Brandon Inge,Tigers,470
2005,Chone Figgins,Angels,1580
2016,Albert Pujols,Angels,1177
2015,Carlos Santana,Indians,2396
2010,Ichiro Suzuki,Mariners,1101
2005,Eric Hinske,Blue Jays,1305
2006,Tony Graffanino,- - -,235
2004,Rafael Furcal,Braves,88
2014,Khris Davis,Brewers,9112
2006,A.J. Pierzynski,White Sox,746
2012,Jordan Pacheco,Rockies,2677
2006,Felipe Lopez,- - -,1311
2004,Adam Kennedy,Angels,19
2003,Todd Walker,Red Sox,359
2013,Alex Rios,- - -,2090
2004,Marquis Grissom,Giants,652
2002,Moises Alou,Cubs,261
2006,Ivan Rodriguez,Tigers,1275
2013,Desmond Jennings,Rays,1965
2012,Justin Morneau,Twins,1737
2014,Conor Gillaspie,White Sox,9009
2010,Michael Cuddyer,Twins,1534
2016,Marcell Ozuna,Marlins,10324
2013,Pedro Alvarez,Pirates,2495
2007,Kenji Johjima,Mariners,5811
2009,Michael Bourn,Astros,6387
2006,Brian Roberts,Orioles,166
2014,Marlon Byrd,Phillies,950
2002,Marty Cordova,Orioles,132
2013,Chase Headley,Padres,4720
2007,Brian McCann,Braves,4810
2011,Chris Young,Diamondbacks,3882
