Season,Name,Team,playerid
2010,Mark Reynolds,Diamondbacks,7619
2014,Jason Heyward,Braves,4940
2016,Justin Upton,Tigers,5222
2002,Melvin Mora,Orioles,157
2010,Starlin Castro,Cubs,4579
2007,Shannon Stewart,Athletics,1322
2009,Melky Cabrera,Yankees,4022
2013,Jean Segura,Brewers,5933
2003,Jeromy Burnitz,- - -,867
2006,Craig Monroe,Tigers,1464
2004,Corey Patterson,Cubs,300
2012,Marco Scutaro,- - -,1555
2008,Bengie Molina,Giants,24
2004,Omar Vizquel,Indians,411
2010,Austin Jackson,Tigers,9848
2010,Ryan Ludwick,- - -,1260
2013,Salvador Perez,Royals,7304
2016,Andrew McCutchen,Pirates,9847
2008,Jose Lopez,Mariners,3114
2004,Joe Randa,Royals,623
2003,Johnny Damon,Red Sox,185
2008,Chris Young,Diamondbacks,3882
2014,Ian Desmond,Nationals,6885
2010,Matt Kemp,Dodgers,5631
2003,Vinny Castilla,Braves,84
2013,Martin Prado,Diamondbacks,3312
2010,Melvin Upton Jr.,Rays,5015
2008,Ichiro Suzuki,Mariners,1101
2004,Darin Erstad,Angels,11
2012,Hanley Ramirez,- - -,8001
2009,Mark DeRosa,- - -,1392
2012,Kevin Youkilis,- - -,1935
2004,Rocco Baldelli,Devil Rays,1656
2004,Bobby Higginson,Tigers,469
2008,Michael Young,Rangers,1286
2011,Alberto Callaspo,Angels,3336
2007,Orlando Cabrera,Angels,766
2011,James Loney,Dodgers,4556
2008,Aaron Rowand,Giants,254
2003,Juan Pierre,Marlins,443
2005,Craig Monroe,Tigers,1464
2011,Mark Trumbo,Angels,6876
2004,Jose Cruz,Devil Rays,1296
2005,Jeromy Burnitz,Cubs,867
2008,Kosuke Fukudome,Cubs,3263
2005,Gary Matthews Jr.,Rangers,153
2014,Howie Kendrick,Angels,4229
2016,Jayson Werth,Nationals,1327
2010,Jason Kubel,Twins,2161
2015,DJ LeMahieu,Rockies,9874
2015,Mark Trumbo,- - -,6876
2002,Jose Cruz,Blue Jays,1296
2014,Jacoby Ellsbury,Yankees,4727
2005,Ben Broussard,Indians,312
2004,Chad Tracy,Diamondbacks,1888
2002,Vernon Wells,Blue Jays,1326
2015,Brett Gardner,Yankees,9927
2008,Garret Anderson,Angels,2
2012,Ian Kinsler,Rangers,6195
2003,Juan Encarnacion,Marlins,320
2015,Nick Markakis,Braves,5930
2009,A.J. Pierzynski,White Sox,746
2005,Brandon Inge,Tigers,470
2016,Joe Mauer,Twins,1857
2008,Nick Swisher,White Sox,4599
2009,Jose Lopez,Mariners,3114
2004,Omar Infante,Tigers,1609
2015,Brian McCann,Yankees,4810
2016,Brandon Crawford,Giants,5343
2016,Yunel Escobar,Angels,4191
2016,Troy Tulowitzki,Blue Jays,3531
2011,Johnny Damon,Rays,185
2003,Adam Kennedy,Angels,19
2005,Gregg Zaun,Blue Jays,580
2015,Evan Longoria,Rays,9368
2007,Luis Castillo,- - -,513
2004,Luis Castillo,Marlins,513
2007,Chris Young,Diamondbacks,3882
2007,Mark Loretta,Astros,1383
2012,Josh Reddick,Athletics,3892
2002,Tony Batista,Orioles,124
2009,Chase Headley,Padres,4720
2006,Jose Vidro,Nationals,802
2016,Eric Hosmer,Royals,3516
2012,Michael Bourn,Braves,6387
2003,Julio Lugo,- - -,565
2007,Jason Bay,Pirates,1717
2014,Yoenis Cespedes,- - -,13110
2008,Akinori Iwamura,Rays,7781
2011,Alfonso Soriano,Cubs,847
2016,Todd Frazier,White Sox,785
2006,Shea Hillenbrand,- - -,196
2013,Nori Aoki,Brewers,13075
2013,Alex Gordon,Royals,5209
2002,Aaron Boone,Reds,311
2010,Jose Reyes,Mets,1736
2012,Dan Uggla,Braves,3442
2006,Luis Castillo,Twins,513
2005,Hank Blalock,Rangers,1419
2010,Carlos Pena,Rays,934
2002,Luis Castillo,Marlins,513
2013,Manny Machado,Orioles,11493
2011,Erick Aybar,Angels,4082
2013,Jedd Gyorko,Padres,10816
2015,Matt Kemp,Padres,5631
2012,Brandon Phillips,Reds,791
2014,Nick Markakis,Orioles,5930
2011,Michael Bourn,- - -,6387
2015,Ender Inciarte,Diamondbacks,4922
2015,Neil Walker,Pirates,7539
2012,Denard Span,Twins,8347
2013,Anthony Rizzo,Cubs,3473
2008,Corey Hart,Brewers,1945
2015,Daniel Murphy,Mets,4316
2008,Felipe Lopez,- - -,1311
2012,Jose Altuve,Astros,5417
2002,Michael Tucker,Royals,635
2013,Marco Scutaro,Giants,1555
2011,Jimmy Rollins,Phillies,971
2014,Chase Utley,Phillies,1679
2014,Kurt Suzuki,Twins,8259
2010,Alexei Ramirez,White Sox,5133
2003,Scott Hatteberg,Athletics,916
2015,Yangervis Solarte,Padres,5352
2011,Danny Espinosa,Nationals,9219
2004,Tony Womack,Cardinals,78
2003,Torii Hunter,Twins,731
2004,Ty Wigginton,- - -,1491
2010,Juan Uribe,Giants,454
2011,Neil Walker,Pirates,7539
2004,Royce Clayton,Rockies,226
2014,Martin Prado,- - -,3312
2009,Andy LaRoche,Pirates,6444
2002,Craig Biggio,Astros,549
2006,Melvin Mora,Orioles,157
2005,Mark Kotsay,Athletics,1042
2004,Bobby Crosby,Athletics,1818
2012,Coco Crisp,Athletics,1572
2016,Angel Pagan,Giants,2918
2008,Brandon Phillips,Reds,791
2002,Benito Santiago,Giants,1130
2005,Mark Grudzielanek,Cardinals,653
2016,Eduardo Nunez,- - -,6848
2014,Daniel Murphy,Mets,4316
2006,Marcus Giles,Braves,89
2005,Craig Counsell,Diamondbacks,52
2006,Brandon Phillips,Reds,791
2008,Lastings Milledge,Nationals,6441
2008,Delmon Young,Twins,2140
2012,Starlin Castro,Cubs,4579
2014,Pablo Sandoval,Giants,5409
2005,Carlos Beltran,Mets,589
2008,Casey Kotchman,- - -,1930
2009,Aaron Rowand,Giants,254
2002,Placido Polanco,- - -,1176
2007,David DeJesus,Royals,1825
2008,Jacoby Ellsbury,Red Sox,4727
2004,Julio Lugo,Devil Rays,565
2015,Brian Dozier,Twins,9810
2004,Jody Gerut,Indians,1696
2013,Nate McLouth,Orioles,3190
2013,Chris Denorfia,Padres,4400
2006,Aaron Hill,Blue Jays,6104
2012,Yonder Alonso,Padres,2530
2012,Melvin Upton Jr.,Rays,5015
2015,Jhonny Peralta,Cardinals,1738
2012,Hunter Pence,- - -,8252
2014,Joe Mauer,Twins,1857
2012,Michael Brantley,Indians,4106
2006,Orlando Cabrera,Angels,766
2010,Cody Ross,- - -,1760
2006,Juan Encarnacion,Cardinals,320
2003,Eric Young,- - -,716
2008,Kurt Suzuki,Athletics,8259
2012,Jimmy Rollins,Phillies,971
2005,Aaron Rowand,White Sox,254
2012,Elvis Andrus,Rangers,8709
2010,Placido Polanco,Phillies,1176
2004,Jacque Jones,Twins,735
2006,Nick Punto,Twins,1429
2010,Aramis Ramirez,Cubs,1002
2016,Russell Martin,Blue Jays,4616
2006,David Bell,- - -,1108
2013,David Freese,Cardinals,9549
2002,Jeffrey Hammonds,Brewers,687
2010,Scott Podsednik,- - -,1095
2003,Rich Aurilia,Giants,1106
2010,Brennan Boesch,Tigers,914
2003,Mark Kotsay,Padres,1042
2011,Alexei Ramirez,White Sox,5133
2015,Brock Holt,Red Sox,9345
2013,Mark Trumbo,Angels,6876
2010,Jose Guillen,- - -,57
2013,J.J. Hardy,Orioles,3797
2011,Bobby Abreu,Angels,945
2005,Casey Blake,Indians,719
2012,Erick Aybar,Angels,4082
2006,Jay Payton,Athletics,890
2007,Khalil Greene,Padres,1826
2014,Shin-Soo Choo,Rangers,3174
2007,Bill Hall,Brewers,1605
2012,Dayan Viciedo,White Sox,3917
2005,Jacque Jones,Twins,735
2002,Paul Lo Duca,Dodgers,662
2006,Jason Kendall,Athletics,993
2010,Marco Scutaro,Red Sox,1555
2007,Gary Matthews Jr.,Angels,153
2013,Justin Morneau,- - -,1737
2010,Casey Blake,Dodgers,719
2009,Mark Teahen,Royals,4511
2012,Rickie Weeks Jr.,Brewers,1849
2015,Trevor Plouffe,Twins,7462
2009,Stephen Drew,Diamondbacks,4251
2014,Jose Reyes,Blue Jays,1736
2012,Kyle Seager,Mariners,9785
2003,Rocco Baldelli,Devil Rays,1656
2004,Bret Boone,Mariners,1067
2010,Alex Gonzalez,- - -,520
2013,Adam LaRoche,Nationals,1904
2016,Nick Markakis,Braves,5930
2011,Brett Gardner,Yankees,9927
2004,Danny Bautista,Diamondbacks,47
2002,Raul Mondesi,- - -,1314
2005,Carl Everett,White Sox,1249
2009,Placido Polanco,Tigers,1176
2013,Alejandro De Aza,White Sox,3371
2012,Michael Saunders,Mariners,9981
2002,Kevin Young,Pirates,1018
2016,Jonathan Schoop,Orioles,11265
2013,Michael Young,- - -,1286
2009,Kurt Suzuki,Athletics,8259
2014,Curtis Granderson,Mets,4747
2013,Michael Brantley,Indians,4106
2014,Nori Aoki,Royals,13075
2003,Joe Crede,White Sox,227
2013,Daniel Murphy,Mets,4316
2004,Jose Valentin,White Sox,256
2008,Jeremy Hermida,Marlins,7208
2013,Mitch Moreland,Rangers,3086
2004,Rob Mackowiak,Pirates,995
2004,Brian Roberts,Orioles,166
2011,Vladimir Guerrero,Orioles,778
2014,Jimmy Rollins,Phillies,971
2013,Jon Jay,Cardinals,5227
2006,Mark Grudzielanek,Royals,653
2013,Brian Dozier,Twins,9810
2014,Casey McGehee,Marlins,6086
2005,Rob Mackowiak,Pirates,995
2013,Josh Hamilton,Angels,1875
2009,Daniel Murphy,Mets,4316
2012,Brett Lawrie,Blue Jays,5247
2011,Mitch Moreland,Rangers,3086
2002,Jason Varitek,Red Sox,217
2011,Jayson Werth,Nationals,1327
2014,Ian Kinsler,Tigers,6195
2008,Jose Guillen,Royals,57
2010,Orlando Hudson,Twins,1307
2005,Edgar Renteria,Red Sox,1178
2013,Todd Frazier,Reds,785
2009,Ryan Theriot,Cubs,3811
2011,Elvis Andrus,Rangers,8709
2002,Steve Cox,Devil Rays,1200
2009,Brandon Inge,Tigers,470
2015,Asdrubal Cabrera,Rays,4962
2006,Garret Anderson,Angels,2
2016,Ender Inciarte,Braves,4922
2016,Didi Gregorius,Yankees,6012
2009,Alexei Ramirez,White Sox,5133
2016,Corey Dickerson,Rays,10762
2016,Adam Jones,Orioles,6368
2002,Jason Kendall,Pirates,993
2014,James Loney,Rays,4556
2003,Edgardo Alfonzo,Giants,859
2016,Nomar Mazara,Rangers,14553
2010,Ty Wigginton,Orioles,1491
2013,Gerardo Parra,Diamondbacks,8553
2013,Yoenis Cespedes,Athletics,13110
2010,Derek Jeter,Yankees,826
2005,Aubrey Huff,Devil Rays,1213
2005,Lew Ford,Twins,1724
2012,Daniel Murphy,Mets,4316
2003,Orlando Hudson,Blue Jays,1307
2014,Dustin Pedroia,Red Sox,8370
2003,Alex Gonzalez,Marlins,520
2015,Martin Prado,Marlins,3312
2011,Kosuke Fukudome,- - -,3263
2016,Brett Gardner,Yankees,9927
2011,Jamey Carroll,Dodgers,1591
2010,Ben Zobrist,Rays,7435
2004,Kaz Matsui,Mets,1854
2015,Billy Burns,Athletics,12701
2008,Miguel Tejada,Astros,941
2008,Kevin Millar,Orioles,529
2002,Alex Gonzalez,Cubs,281
2015,Kole Calhoun,Angels,11200
2015,Evan Gattis,Astros,11003
2002,Eric Karros,Dodgers,659
2009,Rafael Furcal,Dodgers,88
2015,Marlon Byrd,- - -,950
2007,Melky Cabrera,Yankees,4022
2014,Yangervis Solarte,- - -,5352
2004,Edgar Martinez,Mariners,1086
2004,Sean Burroughs,Padres,1021
2016,Addison Russell,Cubs,14106
2010,James Loney,Dodgers,4556
2014,Mark Teixeira,Yankees,1281
2008,Kevin Kouzmanoff,Padres,5995
2008,Chone Figgins,Angels,1580
2016,Eugenio Suarez,Reds,12552
2007,Alex Gordon,Royals,5209
2011,Adam Lind,Blue Jays,8027
2009,Clint Barmes,Rockies,1830
2016,Cheslor Cuthbert,Royals,10473
2014,Evan Longoria,Rays,9368
2014,Garrett Jones,Marlins,2714
2012,Alcides Escobar,Royals,6310
2014,Chase Headley,- - -,4720
2010,Howie Kendrick,Angels,4229
2006,Ronnie Belliard,- - -,677
2012,Howie Kendrick,Angels,4229
2010,Pablo Sandoval,Giants,5409
2005,Garret Anderson,Angels,2
2010,Brandon Inge,Tigers,470
2011,Cameron Maybin,Padres,5223
2015,Ben Revere,- - -,4712
2006,Mark Loretta,Red Sox,1383
2007,Coco Crisp,Red Sox,1572
2006,Mark Kotsay,Athletics,1042
2015,Brandon Phillips,Reds,791
2008,Gregor Blanco,Braves,3123
2002,Eric Young,Brewers,716
2012,Jason Kipnis,Indians,9776
2006,Josh Barfield,Padres,3622
2004,A.J. Pierzynski,Giants,746
2013,Russell Martin,Pirates,4616
2011,Kelly Johnson,- - -,2234
2006,Juan Pierre,Cubs,443
2008,Marco Scutaro,Blue Jays,1555
2007,Andruw Jones,Braves,96
2016,Marcus Semien,Athletics,12533
2007,Bengie Molina,Giants,24
2007,Delmon Young,Devil Rays,2140
2010,Garrett Jones,Pirates,2714
2006,Chone Figgins,Angels,1580
2005,Scott Podsednik,White Sox,1095
2006,Hank Blalock,Rangers,1419
2016,Brandon Phillips,Reds,791
2002,Travis Lee,Phillies,958
2009,Jeff Francoeur,- - -,4792
2008,A.J. Pierzynski,White Sox,746
2002,Carlos Guillen,Mariners,1079
2004,Richard Hidalgo,- - -,561
2014,Dioner Navarro,Blue Jays,3179
2016,Scooter Gennett,Brewers,10339
2006,Jason Michaels,Indians,1399
2005,Justin Morneau,Twins,1737
2014,Alexei Ramirez,White Sox,5133
2004,Edgar Renteria,Cardinals,1178
2006,Randy Winn,Giants,1235
2003,Casey Blake,Indians,719
2008,Orlando Cabrera,White Sox,766
2014,Coco Crisp,Athletics,1572
2014,David Freese,Angels,9549
2006,Jose Lopez,Mariners,3114
2003,Brian Roberts,Orioles,166
2006,Craig Biggio,Astros,549
2006,Jeff Conine,- - -,131
2014,Eric Hosmer,Royals,3516
2003,Paul Lo Duca,Dodgers,662
2002,Rafael Furcal,Braves,88
2002,Adrian Beltre,Dodgers,639
2007,Jason Bartlett,Twins,8219
2006,David Eckstein,Cardinals,10
2006,Preston Wilson,- - -,545
2009,Elvis Andrus,Rangers,8709
2002,Roberto Alomar,Mets,860
2008,Mark Teahen,Royals,4511
2009,Alfonso Soriano,Cubs,847
2006,Jeff Francoeur,Braves,4792
2013,Denard Span,Nationals,8347
2013,A.J. Pierzynski,Rangers,746
2007,Yuniesky Betancourt,Mariners,8585
2016,Starlin Castro,Yankees,4579
2014,Desmond Jennings,Rays,1965
2003,Ty Wigginton,Mets,1491
2010,Chase Headley,Padres,4720
2003,Pat Burrell,Phillies,949
2012,Danny Espinosa,Nationals,9219
2009,Kevin Kouzmanoff,Padres,5995
2002,Rich Aurilia,Giants,1106
2006,Adam Kennedy,Angels,19
2016,Zack Cozart,Reds,2616
2013,Alberto Callaspo,- - -,3336
2005,Vinny Castilla,Nationals,84
2003,Ken Harvey,Royals,604
2014,Dee Gordon,Dodgers,8203
2011,Jason Bay,Mets,1717
2016,Chase Utley,Dodgers,1679
2006,Jhonny Peralta,Indians,1738
2008,Adam Jones,Orioles,6368
2005,Shannon Stewart,Twins,1322
2004,Cesar Izturis,Dodgers,656
2005,Ivan Rodriguez,Tigers,1275
2009,Jimmy Rollins,Phillies,971
2016,Denard Span,Giants,8347
2009,Vernon Wells,Blue Jays,1326
2011,David DeJesus,Athletics,1825
2013,Yunel Escobar,Rays,4191
2009,Colby Rasmus,Cardinals,9893
2015,Billy Butler,Athletics,7399
2005,Omar Vizquel,Giants,411
2005,Russ Adams,Blue Jays,4519
2016,Maikel Franco,Phillies,12179
2008,Ramon Hernandez,Orioles,918
2013,Ryan Doumit,Twins,2113
2015,Marcus Semien,Athletics,12533
2015,Nick Castellanos,Tigers,11737
2008,Robinson Cano,Yankees,3269
2016,Chase Headley,Yankees,4720
2015,Joe Mauer,Twins,1857
2014,Billy Butler,Royals,7399
2004,Joe Crede,White Sox,227
2013,Mark Reynolds,- - -,7619
2012,Omar Infante,- - -,1609
2008,Mark Ellis,Athletics,1443
2014,Alejandro De Aza,- - -,3371
2012,Shane Victorino,- - -,1677
2015,Kevin Pillar,Blue Jays,12434
2016,Travis Shaw,Red Sox,11982
2010,Carlos Lee,Astros,243
2015,Kolten Wong,Cardinals,12532
2010,Adam Lind,Blue Jays,8027
2014,Brandon Crawford,Giants,5343
2006,Yuniesky Betancourt,Mariners,8585
2003,Jimmy Rollins,Phillies,971
2015,Kevin Kiermaier,Rays,11038
2014,Alex Rios,Rangers,2090
2011,Juan Rivera,- - -,843
2010,Jhonny Peralta,- - -,1738
2010,Rajai Davis,Athletics,3708
2013,Trevor Plouffe,Twins,7462
2012,Carlos Pena,Rays,934
2008,Edgar Renteria,Tigers,1178
2015,Jay Bruce,Reds,9892
2009,Orlando Cabrera,- - -,766
2015,Derek Norris,Padres,6867
2005,Pedro Feliz,Giants,1112
2007,A.J. Pierzynski,White Sox,746
2015,Aramis Ramirez,- - -,1002
2009,Russell Martin,Dodgers,4616
2012,Desmond Jennings,Rays,1965
2014,David Wright,Mets,3787
2016,Jacoby Ellsbury,Yankees,4727
2010,Michael Bourn,Astros,6387
2009,Bengie Molina,Giants,24
2013,Leonys Martin,Rangers,11846
2013,Nolan Arenado,Rockies,9777
2016,Adonis Garcia,Braves,13777
2014,Chris Davis,Orioles,9272
2015,Brandon Moss,- - -,4467
2014,Erick Aybar,Angels,4082
2007,Ivan Rodriguez,Tigers,1275
2005,Juan Uribe,White Sox,454
2005,Adrian Beltre,Mariners,639
2004,Aaron Miles,Rockies,1844
2002,Orlando Cabrera,Expos,766
2011,Drew Stubbs,Reds,9328
2012,Alberto Callaspo,Angels,3336
2015,Ryan Howard,Phillies,2154
2003,Marlon Anderson,Devil Rays,947
2007,Rafael Furcal,Dodgers,88
2016,Salvador Perez,Royals,7304
2014,Asdrubal Cabrera,- - -,4962
2010,Cliff Pennington,Athletics,3395
2004,Reed Johnson,Blue Jays,1702
2016,Mitch Moreland,Rangers,3086
2014,Miguel Montero,Diamondbacks,3364
2013,Gregor Blanco,Giants,3123
2011,Hideki Matsui,Athletics,1659
2015,Cameron Maybin,Braves,5223
2013,Brandon Phillips,Reds,791
2005,Darin Erstad,Angels,11
2012,Carlos Lee,- - -,243
2013,Asdrubal Cabrera,Indians,4962
2010,Denard Span,Twins,8347
2007,Juan Pierre,Dodgers,443
2014,Nick Castellanos,Tigers,11737
2009,Jhonny Peralta,Indians,1738
2014,Alcides Escobar,Royals,6310
2015,Melky Cabrera,White Sox,4022
2007,Vernon Wells,Blue Jays,1326
2015,Chase Headley,Yankees,4720
2011,Raul Ibanez,Phillies,607
2010,Miguel Tejada,- - -,941
2004,Jay Payton,Padres,890
2010,Ian Desmond,Nationals,6885
2003,Roger Cedeno,Mets,869
2014,Leonys Martin,Rangers,11846
2005,Alex Rios,Blue Jays,2090
2014,Ryan Howard,Phillies,2154
2003,Alex Gonzalez,Cubs,281
2010,Jorge Cantu,- - -,2521
2009,Melvin Upton Jr.,Rays,5015
2014,Brian McCann,Yankees,4810
2009,Garret Anderson,Braves,2
2007,Pedro Feliz,Giants,1112
2011,Angel Pagan,Mets,2918
2011,Omar Infante,Marlins,1609
2015,Brett Lawrie,Athletics,5247
2002,Darin Erstad,Angels,11
2004,Juan Encarnacion,- - -,320
2011,Austin Jackson,Tigers,9848
2012,Mike Moustakas,Royals,4892
2005,Bernie Williams,Yankees,857
2012,Delmon Young,Tigers,2140
2003,Adrian Beltre,Dodgers,639
2014,Dustin Ackley,Mariners,10099
2011,Cliff Pennington,Athletics,3395
2009,Cristian Guzman,Nationals,728
2003,Desi Relaford,Royals,1096
2011,Coco Crisp,Athletics,1572
2016,Stephen Vogt,Athletics,5000
2015,Austin Jackson,- - -,9848
2006,Scott Podsednik,White Sox,1095
2003,Bobby Higginson,Tigers,469
2015,Gregory Polanco,Pirates,12907
2004,Tony Batista,Expos,124
2005,Jason Kendall,Athletics,993
2013,Nick Markakis,Orioles,5930
2014,Ben Revere,Phillies,4712
2013,Alexei Ramirez,White Sox,5133
2015,Torii Hunter,Twins,731
2015,Anthony Gose,Tigers,5097
2009,Pedro Feliz,Phillies,1112
2003,Roberto Alomar,- - -,860
2010,Jason Bartlett,Rays,8219
2004,Angel Berroa,Royals,591
2002,Juan Pierre,Rockies,443
2015,Addison Russell,Cubs,14106
2011,Delmon Young,- - -,2140
2015,Wilmer Flores,Mets,5827
2004,David Eckstein,Angels,10
2016,Jordy Mercer,Pirates,6547
2016,Howie Kendrick,Dodgers,4229
2014,Salvador Perez,Royals,7304
2011,Placido Polanco,Phillies,1176
2004,Endy Chavez,Expos,768
2007,Brandon Inge,Tigers,470
2013,Andrelton Simmons,Braves,10847
2005,Scott Hatteberg,Athletics,916
2009,Aubrey Huff,- - -,1213
2013,Dan Uggla,Braves,3442
2015,Didi Gregorius,Yankees,6012
2008,Daric Barton,Athletics,5928
2016,Alex Gordon,Royals,5209
2011,John Buck,Marlins,2041
2005,Juan Pierre,Marlins,443
2014,J.J. Hardy,Orioles,3797
2003,Luis Rivas,Twins,753
2011,Colby Rasmus,- - -,9893
2011,Robert Andino,Orioles,4900
2011,Martin Prado,Braves,3312
2013,Matt Wieters,Orioles,4298
2002,Michael Young,Rangers,1286
2010,Yuniesky Betancourt,Royals,8585
2006,Jack Wilson,Pirates,1017
2011,Kurt Suzuki,Athletics,8259
2006,Willy Taveras,Astros,1876
2007,Corey Patterson,Orioles,300
2007,Ryan Theriot,Cubs,3811
2010,A.J. Pierzynski,White Sox,746
2010,Juan Pierre,White Sox,443
2004,Eric Hinske,Blue Jays,1305
2009,Alex Rios,- - -,2090
2008,Yuniesky Betancourt,Mariners,8585
2011,Carl Crawford,Red Sox,1201
2002,Fernando Vina,Cardinals,1189
2002,Tony Womack,Diamondbacks,78
2010,Yunel Escobar,- - -,4191
2013,Matt Dominguez,Astros,4903
2005,Jeremy Reed,Mariners,4730
2003,Gary Matthews Jr.,- - -,153
2012,Jhonny Peralta,Tigers,1738
2014,Dayan Viciedo,White Sox,3917
2002,Jimmy Rollins,Phillies,971
2016,Josh Harrison,Pirates,8202
2010,Skip Schumaker,Cardinals,3704
2002,Jeromy Burnitz,Mets,867
2013,Michael Bourn,Indians,6387
2004,Orlando Cabrera,- - -,766
2015,Jose Reyes,- - -,1736
2003,Alex Sanchez,- - -,708
2007,Stephen Drew,Diamondbacks,4251
2015,Salvador Perez,Royals,7304
2014,Jed Lowrie,Athletics,4418
2004,Cristian Guzman,Twins,728
2003,Mark Ellis,Athletics,1443
2016,Joe Panik,Giants,11936
2012,Ichiro Suzuki,- - -,1101
2004,Scott Podsednik,Brewers,1095
2010,Yadier Molina,Cardinals,7007
2006,Pedro Feliz,Giants,1112
2012,Ben Revere,Twins,4712
2012,Jamey Carroll,Twins,1591
2012,Kelly Johnson,Blue Jays,2234
2005,Jose Reyes,Mets,1736
2014,Jordy Mercer,Pirates,6547
2016,Yonder Alonso,Athletics,2530
2013,Erick Aybar,Angels,4082
2014,Yunel Escobar,Rays,4191
2005,Royce Clayton,Diamondbacks,226
2002,Terrence Long,Athletics,927
2014,Gerardo Parra,- - -,8553
2016,Marwin Gonzalez,Astros,5497
2010,Elvis Andrus,Rangers,8709
2013,Paul Konerko,White Sox,242
2011,Ryan Ludwick,- - -,1260
2004,Tike Redman,Pirates,1003
2012,Zack Cozart,Reds,2616
2010,Chone Figgins,Mariners,1580
2012,Rafael Furcal,Cardinals,88
2009,Randy Winn,Giants,1235
2015,Logan Morrison,Mariners,9205
2016,Leonys Martin,Mariners,11846
2002,Marlon Anderson,Phillies,947
2005,Angel Berroa,Royals,591
2003,Cristian Guzman,Twins,728
2012,Colby Rasmus,Blue Jays,9893
2016,Melvin Upton Jr.,- - -,5015
2011,Danny Valencia,Twins,6364
2002,Roger Cedeno,Mets,869
2010,Kurt Suzuki,Athletics,8259
2012,Michael Young,Rangers,1286
2013,Jose Altuve,Astros,5417
2010,Alberto Callaspo,- - -,3336
2005,Willy Taveras,Astros,1876
2011,Juan Pierre,White Sox,443
2010,Kevin Kouzmanoff,Athletics,5995
2009,David Eckstein,Padres,10
2013,Brandon Crawford,Giants,5343
2013,Elvis Andrus,Rangers,8709
2005,Aaron Boone,Indians,311
2003,David Eckstein,Angels,10
2015,Avisail Garcia,White Sox,5760
2012,Jesus Montero,Mariners,5514
2005,Orlando Cabrera,Angels,766
2011,Aubrey Huff,Giants,1213
2013,Jimmy Rollins,Phillies,971
2005,Neifi Perez,Cubs,620
2010,Jeff Francoeur,- - -,4792
2016,Kevin Pillar,Blue Jays,12434
2012,Gordon Beckham,White Sox,9015
2007,Juan Uribe,White Sox,454
2015,Ian Desmond,Nationals,6885
2011,Darwin Barney,Cubs,2430
2005,David Bell,Phillies,1108
2008,Freddy Sanchez,Pirates,1624
2007,Felipe Lopez,Nationals,1311
2016,Danny Espinosa,Nationals,9219
2014,Xander Bogaerts,Red Sox,12161
2003,Terrence Long,Athletics,927
2008,Jason Kendall,Brewers,993
2010,Franklin Gutierrez,Mariners,3255
2002,Corey Patterson,Cubs,300
2002,Cristian Guzman,Twins,728
2003,Carl Crawford,Devil Rays,1201
2010,Melky Cabrera,Braves,4022
2010,Aaron Hill,Blue Jays,6104
2014,Austin Jackson,- - -,9848
2015,Elvis Andrus,Rangers,8709
2010,Orlando Cabrera,Reds,766
2014,DJ LeMahieu,Rockies,9874
2009,Kaz Matsui,Astros,1854
2006,Jose Castillo,Pirates,1866
2012,Eric Hosmer,Royals,3516
2008,Carlos Gomez,Twins,4881
2014,Jason Castro,Astros,8722
2014,Elvis Andrus,Rangers,8709
2007,Craig Biggio,Astros,549
2012,Cameron Maybin,Padres,5223
2002,Barry Larkin,Reds,335
2012,J.J. Hardy,Orioles,3797
2004,Alex Cintron,Diamondbacks,50
2014,Adeiny Hechavarria,Marlins,10459
2002,Mark Grudzielanek,Dodgers,653
2011,Aaron Hill,- - -,6104
2009,Jason Kendall,Brewers,993
2015,Andrelton Simmons,Braves,10847
2005,Mike Lowell,Marlins,527
2014,Aaron Hill,Diamondbacks,6104
2011,Ian Desmond,Nationals,6885
2014,Jason Kipnis,Indians,9776
2008,Jack Hannahan,Athletics,3692
2014,Chris Johnson,Braves,1191
2013,Zack Cozart,Reds,2616
2013,Eric Young,- - -,7158
2015,Starlin Castro,Cubs,4579
2003,Jack Wilson,Pirates,1017
2004,Alex Gonzalez,Marlins,520
2008,Bobby Crosby,Athletics,1818
2002,Deivi Cruz,Padres,1025
2012,Justin Smoak,Mariners,9054
2010,Nyjer Morgan,Nationals,4885
2004,Craig Counsell,Brewers,52
2015,Pablo Sandoval,Red Sox,5409
2012,Brennan Boesch,Tigers,914
2014,Jay Bruce,Reds,9892
2005,Jack Wilson,Pirates,1017
2008,Jeff Francoeur,Braves,4792
2012,Mike Aviles,Red Sox,5986
2013,Mike Moustakas,Royals,4892
2014,Billy Hamilton,Reds,10199
2012,Darwin Barney,Cubs,2430
2002,Aramis Ramirez,Pirates,1002
2015,Yadier Molina,Cardinals,7007
2015,Jace Peterson,Braves,12325
2005,Adam Everett,Astros,1430
2010,Erick Aybar,Angels,4082
2007,Julio Lugo,Red Sox,565
2010,Ryan Theriot,- - -,3811
2012,Jeff Francoeur,Royals,4792
2011,Vernon Wells,Angels,1326
2011,Gordon Beckham,White Sox,9015
2002,Jack Wilson,Pirates,1017
2016,Freddy Galvis,Phillies,6609
2012,Yunel Escobar,Blue Jays,4191
2015,Freddy Galvis,Phillies,6609
2016,Jose Iglesias,Tigers,10231
2003,Endy Chavez,Expos,768
2015,Jimmy Rollins,Dodgers,971
2012,Alexei Ramirez,White Sox,5133
2007,Jose Lopez,Mariners,3114
