Season,Name,Team,playerid
2003,Ugueth Urbina,- - -,216
2007,Chad Bradford,Orioles,904
2005,Mike DeJean,- - -,682
2013,Wilton Lopez,Rockies,4227
2016,Steve Cishek,Mariners,6483
1997,Terry Adams,Cubs,946
1999,Rick White,Devil Rays,456
2015,Daniel Hudson,Diamondbacks,7146
2016,Taylor Rogers,Twins,13449
2011,Neftali Feliz,Rangers,18
1998,Dennis Martinez,Braves,1008161
2009,Jeff Fulchino,Astros,3532
2016,Ryan Dull,Athletics,13974
1997,Rich Loiselle,Pirates,1007711
2002,Mike Stanton,Yankees,849
2008,Buddy Carlyle,Braves,2010
2009,Brandon League,Blue Jays,3731
2012,Ernesto Frieri,- - -,5178
2016,David Robertson,White Sox,8241
2002,Jorge Julio,Orioles,148
2013,Darren O'Day,Orioles,3321
2009,Ramon Troncoso,Dodgers,4685
2013,Jim Henderson,Brewers,6653
2007,Jose Valverde,Diamondbacks,1726
2014,Neal Cotts,Rangers,1797
2010,David Robertson,Yankees,8241
1998,Steve Kline,Expos,1164
2010,Robinson Tejeda,Royals,2575
2012,Jose Veras,Brewers,2063
1997,Scott Radinsky,Dodgers,1010641
2010,Jason Berken,Orioles,5673
2012,Pedro Strop,Orioles,4070
2009,Alfredo Aceves,Yankees,5164
2009,Jeremy Affeldt,Giants,583
2013,Ryan Webb,Marlins,7474
2015,Jose Alvarez,Angels,5358
2009,Mark Lowe,Mariners,7416
2014,Jake Petricka,White Sox,10534
2007,Manny Corpas,Rockies,2807
2016,Alex Wilson,Tigers,9239
2013,Joe Smith,Indians,3281
2009,Carlos Villanueva,Brewers,4138
2002,Steve Karsay,Yankees,829
2013,Jared Burton,Twins,8346
2006,Kevin Gregg,Angels,1793
2005,Matt Wise,Brewers,42
2005,Ron Villone,- - -,1010
2013,Drew Storen,Nationals,6983
2014,Justin Wilson,Pirates,4301
2016,Sam Dyson,Rangers,11710
2008,Hideki Okajima,Red Sox,7763
2012,Jose Valverde,Tigers,1726
1997,Mike Trombley,Twins,758
2004,Jamie Walker,Tigers,502
2013,Jose Veras,- - -,2063
2000,Dave Veres,Cardinals,1188
2012,Burke Badenhop,Rays,9736
2016,Blake Treinen,Nationals,12572
1999,Mike Magnante,Angels,929
2008,Carlos Marmol,Cubs,2790
1997,Marc Valdes,Expos,1013313
2004,J.C. Romero,Twins,754
2007,Pedro Feliciano,Mets,1601
2002,Juan Acevedo,Tigers,458
2002,Jason Grimsley,Royals,602
2013,Ronald Belisario,Dodgers,2203
2002,Guillermo Mota,Dodgers,1467
2001,Jose Santiago,- - -,972
2004,Guillermo Mota,- - -,1467
2015,Bryan Morris,Marlins,10234
2012,Edward Mujica,- - -,3970
2009,Todd Coffey,Brewers,2467
2013,Rafael Soriano,Nationals,1100
2015,Jonathan Broxton,- - -,4759
1998,John Franco,Mets,874
1998,Rick Aguilera,Twins,1000086
2008,Sean Green,Mariners,3001
2007,Derrick Turnbow,Brewers,1694
2002,Danny Graves,Reds,326
2003,Mike Timlin,Red Sox,1187
1997,Roberto Hernandez,- - -,605
2003,Brian Fuentes,Rockies,429
2015,Will Harris,Astros,3192
2008,Jeremy Affeldt,Reds,583
2002,Felix Rodriguez,Giants,1127
2000,Matt Herges,Dodgers,780
1999,Kevin McGlinchy,Braves,1008531
2004,T.J. Tucker,Expos,800
2001,Byung-Hyun Kim,Diamondbacks,61
2011,Jeff Samardzija,Cubs,3254
2003,Oscar Villarreal,Diamondbacks,1654
2001,Chad Fox,Brewers,684
2007,Pat Neshek,Twins,4682
1997,Jose Mesa,Indians,961
2012,Luis Ayala,Orioles,1650
2002,Vladimir Nunez,Marlins,532
2010,Burke Badenhop,Marlins,9736
2002,Ray King,Brewers,693
2011,Chris Resop,Pirates,3799
2008,Jose Valverde,Astros,1726
2013,Ryan Pressly,Twins,7005
1998,Turk Wendell,Mets,975
2016,Jhan Marinez,- - -,5830
2014,Tom Wilhelmsen,Mariners,9975
2005,Guillermo Mota,Marlins,1467
2005,Tom Gordon,Yankees,282
2001,Jeff Tam,Athletics,940
2013,Joel Peralta,Rays,2332
1997,Greg Swindell,Twins,76
2013,Tommy Hunter,Orioles,1157
2011,Blake Wood,Royals,1345
2012,Shawn Camp,Cubs,1855
2015,Luis Garcia,Phillies,6984
2008,Jeff Bennett,Braves,1903
2011,Jeremy Affeldt,Giants,583
2001,Jeff Zimmerman,Rangers,1014446
2005,Gary Majewski,Nationals,2131
2007,Sean Green,Mariners,3001
1998,Arthur Rhodes,Orioles,1097
2007,Juan Cruz,Diamondbacks,273
2011,Jesse Crain,White Sox,4817
2014,Edward Mujica,Red Sox,3970
2014,Brad Ziegler,Diamondbacks,7293
2013,Cesar Ramos,Rays,3357
2004,Juan Cruz,Braves,273
2015,Jonathan Papelbon,- - -,5975
2004,Dan Miceli,Astros,1463
1998,Ricardo Rincon,Pirates,401
2001,Rick White,Mets,456
2004,Paul Quantrill,Yankees,669
2015,Joakim Soria,- - -,6941
2001,David Weathers,- - -,902
2009,J.P. Howell,Rays,8245
2013,Edward Mujica,Cardinals,3970
1997,Ugueth Urbina,Expos,216
2016,Matt Barnes,Red Sox,12863
1997,Ricky Bottalico,Phillies,948
2013,Ernesto Frieri,Angels,5178
2005,Chad Cordero,Nationals,1816
2011,Cristhian Martinez,Braves,5337
1999,Jeff Shaw,Dodgers,1011823
2012,Heath Bell,Marlins,2080
1998,Rod Beck,Cubs,1730
2015,Huston Street,Angels,8258
2015,Anthony Bass,Rangers,7982
2001,Todd Van Poppel,Cubs,1284
2003,Armando Benitez,- - -,865
2015,Jim Johnson,- - -,3656
2001,Vladimir Nunez,Marlins,532
2001,Mike Timlin,Cardinals,1187
2015,Burke Badenhop,Reds,9736
2013,Tanner Scheppers,Rangers,10267
2001,Aaron Fultz,Giants,1113
2006,Todd Jones,Tigers,436
2015,Carlos Villanueva,Cardinals,4138
2008,Geoff Geary,Astros,1813
2010,D.J. Carrasco,- - -,1666
2016,Ryan Pressly,Twins,7005
2015,Joaquin Benoit,Padres,1437
2015,Al Alburquerque,Tigers,6324
2005,Cliff Politte,White Sox,967
2005,Chad Qualls,Astros,2170
2014,Matt Belisle,Rockies,1837
2001,Derek Lowe,Red Sox,199
2016,Carlos Torres,Brewers,7624
2005,Shigetoshi Hasegawa,Mariners,1082
2007,Jason Isringhausen,Cardinals,1158
2001,Danny Patterson,Tigers,485
2001,Mike DeJean,Brewers,682
2003,Aquilino Lopez,Blue Jays,1671
2009,Grant Balfour,Rays,718
2005,Aaron Fultz,Phillies,1113
1997,Jose Lima,Astros,475
2004,Brian Meadows,Pirates,998
2010,Rafael Perez,Indians,4078
2011,Grant Balfour,Athletics,718
2000,Alan Embree,Giants,1030
2006,Kyle Farnsworth,Yankees,278
2009,Tony Pena,- - -,4573
2002,Antonio Alfonseca,Cubs,260
1997,Jeff Nelson,Yankees,1092
1998,Bob Wickman,Brewers,413
2008,Chad Durbin,Phillies,1442
1998,Wayne Gomes,Phillies,191
1997,Robb Nen,Marlins,1123
2008,Francisco Cordero,Reds,1243
1998,Jeff Shaw,- - -,1011823
2008,Cory Wade,Dodgers,7570
2010,Jose Valverde,Tigers,1726
2015,Randall Delgado,Diamondbacks,5985
1999,Danny Patterson,Rangers,485
2000,Ricky Bones,Marlins,1001161
2015,Seth Maness,Cardinals,12235
2001,Hector Carrasco,Twins,1240
2001,Danny Graves,Reds,326
2007,Darren Oliver,Angels,206
2003,David Weathers,Mets,902
2003,Shigetoshi Hasegawa,Mariners,1082
2013,Dale Thayer,Padres,5032
2006,Ryan Dempster,Cubs,517
2006,Brad Lidge,Astros,563
2007,Joel Peralta,Royals,2332
2005,Andy Sisco,Royals,3706
2003,Juan Rincon,Twins,752
2005,Rick White,Pirates,456
2004,Ron Mahay,Rangers,290
1999,Jeff Zimmerman,Rangers,1014446
2015,Jumbo Diaz,Reds,3397
2003,Scott Williamson,- - -,361
2008,Jesse Carlson,Blue Jays,4391
2008,Kevin Gregg,Marlins,1793
2004,Shingo Takatsu,White Sox,1896
2015,Arquimedes Caminero,Pirates,8992
2016,Fernando Rodney,- - -,494
2015,Jared Hughes,Pirates,9325
2008,Roy Corcoran,Mariners,1780
2002,Scott Strickland,- - -,897
2006,Scott Linebrink,Padres,564
2016,Pedro Baez,Dodgers,5420
2016,Daniel Hudson,Diamondbacks,7146
2008,Scot Shields,Angels,35
1998,Steve Reed,- - -,1053
2003,John Riedling,Reds,1515
1999,Rheal Cormier,Red Sox,952
2006,Jeremy Accardo,- - -,6428
2005,David Weathers,Reds,902
2002,Jim Mecir,Athletics,930
2003,Scott Linebrink,- - -,564
2013,Tyler Clippard,Nationals,5640
2004,Jim Brower,Giants,313
1998,Billy Taylor,Athletics,1012859
2012,Alexi Ogando,Rangers,10261
1997,Frank Rodriguez,Twins,1011106
2009,Jason Bulger,Angels,3915
2012,Chad Gaudin,Marlins,1783
2015,Tommy Hunter,- - -,1157
2012,Francisco Rodriguez,Brewers,1642
2005,Matt Belisle,Reds,1837
2008,Doug Brocail,Astros,551
2014,Aaron Loup,Blue Jays,10343
2007,Casey Janssen,Blue Jays,7355
1997,Cory Lidle,Mets,926
2010,Ryan Franklin,Cardinals,1076
2002,Jose Mesa,Phillies,961
2000,Kelly Wunsch,White Sox,259
1997,Matt Whiteside,Rangers,1956
2003,Ben Weber,Angels,41
2008,Joel Hanrahan,Nationals,2186
1999,Ramiro Mendoza,Yankees,836
2004,Antonio Alfonseca,Braves,260
2010,Casey Janssen,Blue Jays,7355
2009,Bob Howry,Giants,237
2014,Dale Thayer,Padres,5032
2006,Salomon Torres,Pirates,1628
2012,Adam Ottavino,Rockies,1247
2007,Aaron Heilman,Mets,1751
2013,Yoervis Medina,Mariners,10498
2009,Sean White,Mariners,5564
1997,Doug Henry,Giants,1005668
2006,LaTroy Hawkins,Orioles,729
2007,Scot Shields,Angels,35
2002,Tim Wakefield,Red Sox,219
2006,Will Ohman,Cubs,296
1999,Mark Petkovsek,Angels,1010242
2007,C.J. Wilson,Rangers,3580
2001,Giovanni Carrara,Dodgers,643
2001,Travis Phelps,Devil Rays,1221
2007,Tyler Yates,Braves,1527
2000,Mike Remlinger,Braves,111
2004,Chris Reitsma,Braves,348
1997,Scott Sullivan,Reds,357
2010,Mitchell Boggs,Cardinals,3344
2013,Jerry Blevins,Athletics,7841
2007,Brad Lidge,Astros,563
2010,Edward Mujica,Padres,3970
2009,Jon Rauch,- - -,1475
2009,Octavio Dotel,White Sox,555
1997,Rick Aguilera,Twins,1000086
2012,Tom Gorzelanny,Nationals,6244
1999,Mike Remlinger,Braves,111
2004,Mike Timlin,Red Sox,1187
2006,Todd Coffey,Reds,2467
2007,Jason Grilli,Tigers,521
1999,Antonio Alfonseca,Marlins,260
2007,Kevin Gregg,Marlins,1793
2004,Chad Cordero,Expos,1816
2002,Todd Jones,Rockies,436
2004,Jason Frasor,Blue Jays,1906
2004,Esteban Yan,Tigers,1236
2011,Chad Qualls,Padres,2170
1998,Scott Radinsky,Dodgers,1010641
2014,Brad Brach,Orioles,6627
2003,Danys Baez,Indians,367
2002,Braden Looper,Marlins,526
2005,Ambiorix Burgos,Royals,3246
2002,David Weathers,Mets,902
2002,Mike Williams,Pirates,1014
2002,Willis Roberts,Orioles,167
2010,Craig Breslow,Athletics,4363
2007,David Weathers,Reds,902
1999,Mike Venafro,Rangers,943
2007,Matt Guerrier,Twins,2061
2008,Cla Meredith,Padres,7613
2010,Brandon League,Mariners,3731
2011,Shawn Camp,Blue Jays,1855
2005,Ryan Madson,Phillies,1852
2009,Matt Albers,Orioles,4300
2010,Francisco Cordero,Reds,1243
2004,Mike Stanton,Mets,849
1999,Billy Koch,Blue Jays,924
2011,Guillermo Mota,Giants,1467
2007,Todd Jones,Tigers,436
2006,Tom Martin,Rockies,1219
2003,Francisco Rodriguez,Angels,1642
1998,Jim Corsi,Red Sox,1002644
2012,Ramon Ramirez,Mets,7986
1997,Jerry Spradlin,Phillies,1012353
2008,Brian Wilson,Giants,6485
1997,John Frascatore,Cardinals,1004304
2000,Steve Kline,Expos,1164
2006,Aaron Fultz,Phillies,1113
2013,T.J. McFarland,Orioles,3237
2000,Bob Howry,White Sox,237
2011,Hisanori Takahashi,Angels,10091
2003,Mike MacDougal,Royals,612
2000,Jose Jimenez,Rockies,435
2007,Chad Qualls,Astros,2170
2016,Bryan Shaw,Indians,8110
1998,Carlos Reyes,- - -,1721
2001,Sean Lowe,White Sox,994
2007,Michael Wuertz,Cubs,1856
2001,Jason Grimsley,Royals,602
1997,Bob Wickman,Brewers,413
2014,Grant Balfour,Rays,718
1999,Doug Jones,Athletics,1006552
1997,Mike DeJean,Rockies,682
1999,John Wetteland,Rangers,1013815
2000,Rheal Cormier,Red Sox,952
2005,Matt Guerrier,Twins,2061
2008,Jon Rauch,- - -,1475
2004,Tim Worrell,Phillies,1139
2000,LaTroy Hawkins,Twins,729
2014,Anthony Swarzak,Twins,7466
2002,Shigetoshi Hasegawa,Mariners,1082
2002,Mike Lincoln,Pirates,1457
2006,Scott Proctor,Yankees,1911
2011,Juan Oviedo,Marlins,2886
2013,Alfredo Simon,Reds,2155
2008,Manny Corpas,Rockies,2807
2011,Alfredo Aceves,Red Sox,5164
2003,Luis Ayala,Expos,1650
1999,Rick Aguilera,- - -,1000086
2016,Jeanmar Gomez,Phillies,9033
1998,Bobby Ayala,Mariners,1000384
2015,Yusmeiro Petit,Giants,4020
2012,Chris Resop,Pirates,3799
2007,Ryan Franklin,Cardinals,1076
2008,Kyle McClellan,Cardinals,4845
2016,Blaine Boyer,Brewers,2237
2009,LaTroy Hawkins,Astros,729
2010,Chad Durbin,Phillies,1442
2009,Kyle McClellan,Cardinals,4845
2008,Joe Smith,Mets,3281
2006,Hector Carrasco,Angels,1240
2014,Carlos Torres,Mets,7624
1999,John Johnstone,Giants,1006475
2007,Peter Moylan,Braves,4891
2006,Brian Fuentes,Rockies,429
2008,Jesse Crain,Twins,4817
2006,John Grabow,Pirates,1848
2005,Duaner Sanchez,Dodgers,1518
2008,Aquilino Lopez,Tigers,1671
2011,David Pauley,- - -,3625
2002,Mark Wohlers,Indians,414
2014,Jared Hughes,Pirates,9325
2009,Daniel Herrera,Reds,4552
2001,Rich Garces,Red Sox,189
2001,Antonio Alfonseca,Marlins,260
1998,John Johnstone,Giants,1006475
2015,Blaine Boyer,Twins,2237
2001,Scott Sullivan,Reds,357
2005,Jason Frasor,Blue Jays,1906
2006,Brandon Medders,Diamondbacks,8604
2009,Jesse Carlson,Blue Jays,4391
2011,Matt Albers,Red Sox,4300
2007,Dan Wheeler,- - -,120
2009,Jose Mijares,Twins,4140
2003,Mike Matthews,Padres,1170
2002,Brandon Puffer,Astros,572
2008,Dennis Sarfate,Orioles,2174
2010,Kanekoa Texeira,- - -,334
2009,Francisco Rodriguez,Mets,1642
2015,Bryan Shaw,Indians,8110
2008,Jamey Wright,Rangers,715
2005,Julian Tavarez,Cardinals,541
2016,John Axford,Athletics,9059
2004,Travis Harper,Devil Rays,1211
2004,Jose Mesa,Pirates,961
2005,Todd Williams,Orioles,805
2004,Elmer Dessens,- - -,317
2011,Francisco Cordero,Reds,1243
2007,Randy Messenger,- - -,2658
2000,Jose Paniagua,Mariners,483
2005,Luis Ayala,Nationals,1650
2002,Jim Brower,- - -,313
2015,George Kontos,Giants,9486
2014,Tommy Kahnle,Rockies,11384
2004,John Grabow,Pirates,1848
2006,Scott Downs,Blue Jays,773
2004,Dave Burba,- - -,1239
2015,Robbie Ross Jr.,Red Sox,6819
2005,Hector Carrasco,Nationals,1240
2009,Shawn Camp,Blue Jays,1855
2014,Juan Gutierrez,Giants,3265
2012,Alex Burnett,Twins,4065
2010,Mark Hendrickson,Orioles,1574
2003,Paul Shuey,Dodgers,406
2001,Jeff Shaw,Dodgers,1011823
2006,Elmer Dessens,- - -,317
1998,Albie Lopez,Devil Rays,102
2003,Chad Bradford,Athletics,904
1997,Dave Veres,Expos,1188
2012,Jared Hughes,Pirates,9325
1998,Hector Carrasco,Twins,1240
2010,Fernando Rodney,Angels,494
2005,Ugueth Urbina,- - -,216
2006,Luis Vizcaino,Diamondbacks,714
2003,Chris Reitsma,Reds,348
1999,Felix Rodriguez,Giants,1127
2000,Antonio Osuna,Dodgers,249
2000,Joe Slusarski,Astros,1012071
2009,Carlos Marmol,Cubs,2790
2001,Scott Strickland,Expos,897
2003,Rick Bauer,Orioles,125
2008,Keiichi Yabu,Giants,8624
2001,Graeme Lloyd,Expos,783
2016,Ryan Madson,Athletics,1852
2012,John Axford,Brewers,9059
2009,Brandon Lyon,Tigers,1312
2008,Matt Herges,Rockies,780
2000,Paul Quantrill,Blue Jays,669
2001,Al Levine,Angels,20
1999,Turk Wendell,Mets,975
1997,Aaron Small,Athletics,1477
1999,Tim Worrell,Athletics,1139
2009,Brandon Medders,Giants,8604
1998,Donne Wall,Padres,39
2011,Michael Stutes,Phillies,6550
2010,Kyle McClellan,Cardinals,4845
2007,Ron Mahay,- - -,290
2005,Brian Meadows,Pirates,998
1998,Mike DeJean,Rockies,682
1998,Matt Whisenant,Royals,1013843
2012,Steve Delabar,- - -,11827
2002,Mike DeJean,Brewers,682
2006,Brandon Lyon,Diamondbacks,1312
2000,Scott Sauerbeck,Pirates,1007
2006,Jorge Julio,- - -,148
1997,T.J. Mathews,- - -,567
2002,Kerry Ligtenberg,Braves,100
2009,Cla Meredith,- - -,7613
2011,Jason Frasor,- - -,1906
2007,Chris Bootcheck,Angels,1842
2014,Bryan Morris,- - -,10234
2013,Kevin Gregg,Cubs,1793
1998,Antonio Osuna,Dodgers,249
1998,Rich Rodriguez,Giants,1276
2013,Heath Bell,Diamondbacks,2080
2005,Justin Speier,Blue Jays,451
2016,Jonathan Broxton,Cardinals,4759
2007,Jamie Walker,Orioles,502
2010,Brad Thomas,Tigers,757
2011,Aaron Crow,Royals,10149
2003,Travis Harper,Devil Rays,1211
2001,Brian Boehringer,- - -,984
2008,Lance Cormier,Orioles,4346
2004,Shigetoshi Hasegawa,Mariners,1082
1997,Hector Carrasco,- - -,1240
2006,Ruddy Lugo,Devil Rays,2710
2001,Jim Brower,Reds,313
1999,Brian Williams,Astros,1013978
1998,T.J. Mathews,Athletics,567
1998,Terry Adams,Cubs,946
2010,Brad Ziegler,Athletics,7293
2000,Terry Adams,Dodgers,946
2006,Dave Borkowski,Astros,2002
2005,Salomon Torres,Pirates,1628
1998,Danny Graves,Reds,326
2006,Joe Borowski,Marlins,267
2007,Joe Borowski,Indians,267
1999,Bob Howry,White Sox,237
2016,Blake Wood,Reds,1345
2003,Julio Mateo,Mariners,1087
2000,Roberto Hernandez,Devil Rays,605
2000,Anthony Telford,Expos,1282
2010,Brian Sanches,Marlins,2739
2007,Chad Cordero,Nationals,1816
2000,Jason Isringhausen,Athletics,1158
2012,Santiago Casilla,Giants,2873
2006,Joel Peralta,Royals,2332
2000,Bob Wells,Twins,760
2004,Todd Jones,- - -,436
2004,John Parrish,Orioles,160
2000,Vic Darensbourg,Marlins,516
2007,Brian Fuentes,Rockies,429
2005,Brendan Donnelly,Angels,1441
2000,Tim Crabtree,Rangers,1002715
2007,Oscar Villarreal,Braves,1654
2010,Shawn Camp,Blue Jays,1855
1998,Eric Plunk,- - -,1010400
2016,Nick Vincent,Mariners,7555
2000,Antonio Alfonseca,Marlins,260
2014,Ross Detwiler,Nationals,2859
2003,Jason Grimsley,Royals,602
2001,Nelson Cruz,Astros,554
1997,Tony Castillo,White Sox,1002069
2002,T.J. Tucker,Expos,800
1997,Mike Timlin,- - -,1187
2007,Rafael Soriano,Braves,1100
2003,Antonio Alfonseca,Cubs,260
2006,Fernando Rodney,Tigers,494
1999,Braden Looper,Marlins,526
1998,Stan Belinda,Reds,1000792
1999,Bob Wickman,Brewers,413
2009,Lance Cormier,Rays,4346
2004,Rheal Cormier,Phillies,952
1999,Greg Swindell,Diamondbacks,76
2010,Manny Corpas,Rockies,2807
2007,Brandon Morrow,Mariners,9346
2000,Aaron Fultz,Giants,1113
2001,Mark Wohlers,- - -,414
2009,Edward Mujica,Padres,3970
2008,Clay Condrey,Phillies,1579
1998,Jay Powell,- - -,1271
2016,Dustin McGowan,Marlins,8600
2015,Steve Geltz,Rays,8402
2005,Danys Baez,Devil Rays,367
2009,Hideki Okajima,Red Sox,7763
1999,Steve Kline,Expos,1164
2001,Matt Herges,Dodgers,780
2004,Jay Witasick,Padres,1138
2008,Blaine Boyer,Braves,2237
2010,Todd Coffey,Brewers,2467
2001,Mike Trombley,- - -,758
2009,John Grabow,- - -,1848
2010,Octavio Dotel,- - -,555
2002,Ricky Stone,Astros,576
2008,Doug Waechter,Marlins,1814
2012,Kameron Loe,Brewers,4422
2001,Trevor Hoffman,Padres,1035
1999,Todd Jones,Tigers,436
2016,Tyler Clippard,- - -,5640
1997,A.J. Sager,Tigers,1011369
2004,Nate Bump,Marlins,1755
2003,Felix Rodriguez,Giants,1127
2012,Jerry Blevins,Athletics,7841
2008,Ron Mahay,Royals,290
2006,Roberto Hernandez,- - -,605
2012,Fernando Rodriguez,Astros,7558
2004,Carlos Almanzar,Rangers,308
2011,Pedro Beato,Mets,1330
2008,Salomon Torres,Brewers,1628
2001,Ben Weber,Angels,41
2005,Paul Quantrill,- - -,669
2014,Jared Burton,Twins,8346
2010,Ryan Perry,Tigers,8799
1998,Julian Tavarez,Giants,541
2001,Roberto Hernandez,Royals,605
2000,Justin Speier,Indians,451
2010,Ramon Ramirez,- - -,7986
2010,Matt Guerrier,Twins,2061
2004,Kyle Farnsworth,Cubs,278
2014,Shawn Tolleson,Rangers,10481
1999,Rich Croushore,Cardinals,1002819
2008,Octavio Dotel,White Sox,555
2008,Tyler Yates,Pirates,1527
2016,Randall Delgado,Diamondbacks,5985
2003,Jose Jimenez,Rockies,435
2010,Matt Albers,Orioles,4300
2006,Rick Bauer,Rangers,125
2007,Tony Pena,Diamondbacks,4573
2006,Matt Capps,Pirates,4788
2007,Rudy Seanez,Dodgers,1279
2004,Danys Baez,Devil Rays,367
2006,Gary Majewski,- - -,2131
2012,Brett Myers,- - -,962
2015,Brad Boxberger,Rays,10133
2012,Joaquin Benoit,Tigers,1437
2001,Mike Venafro,Rangers,943
2001,Armando Benitez,Mets,865
2001,Wayne Gomes,- - -,191
2012,Jose Arredondo,Reds,4722
2015,Tyler Clippard,- - -,5640
1998,Mark Leiter,Phillies,1007501
1999,Heathcliff Slocumb,- - -,1012069
2003,Scott Sullivan,- - -,357
2004,Mike Koplove,Diamondbacks,63
2015,Justin De Fratus,Phillies,4955
1998,Keith Foulke,White Sox,231
2000,Valerio de los Santos,Brewers,681
2003,Gary Glover,- - -,234
2011,Mike Dunn,Marlins,9948
2009,Jim Johnson,Orioles,3656
2001,Lou Pote,Angels,30
2011,Jamey Wright,Mariners,715
1999,Curtis Leskanic,Rockies,694
2000,Kazuhiro Sasaki,Mariners,1098
2016,Fernando Salas,- - -,4971
2011,Daniel McCutchen,Pirates,263
2006,Josh Hancock,Cardinals,1606
2010,Peter Moylan,Braves,4891
2005,Miguel Batista,Blue Jays,46
2012,Anthony Swarzak,Twins,7466
2005,Ryan Vogelsong,Pirates,1011
1998,Terry Mulholland,Cubs,665
2005,Giovanni Carrara,Dodgers,643
2016,David Hernandez,Phillies,4259
2005,Kent Mercker,Reds,439
2000,Rick White,- - -,456
2010,Chan Ho Park,- - -,1267
2003,Jamie Walker,Tigers,502
2012,Alfredo Aceves,Red Sox,5164
2006,Shawn Camp,Devil Rays,1855
2002,Kelvim Escobar,Blue Jays,1298
2000,Felipe Lira,Expos,1007649
2015,Evan Scribner,Athletics,7525
2013,Adam Warren,Yankees,9029
2003,Cal Eldred,Cardinals,1653
2002,Jeff Fassero,- - -,279
2005,Julio Mateo,Mariners,1087
2013,John Axford,- - -,9059
1999,Jose Paniagua,Mariners,483
2009,Zach Miner,Tigers,3193
1997,Pep Harris,Angels,1005427
2000,David Weathers,Brewers,902
2009,Renyel Pinto,Marlins,2180
2004,Tyler Walker,Giants,901
2004,Justin Speier,Blue Jays,451
2009,Matt Guerrier,Twins,2061
1999,Scott Sullivan,Reds,357
2008,David Weathers,Reds,902
2006,Matt Herges,Marlins,780
2016,Joakim Soria,Royals,6941
2006,Jon Rauch,Nationals,1475
2013,David Hernandez,Diamondbacks,4259
2000,Kevin Walker,Padres,1060
2003,Jim Brower,Giants,313
2000,Scott Sullivan,Reds,357
2004,Steve Reed,Rockies,1053
1998,Jose Mesa,- - -,961
2009,Aaron Heilman,Cubs,1751
1999,Masao Kida,Tigers,1800
2016,Tony Watson,Pirates,3132
2014,Jeanmar Gomez,Pirates,9033
2004,Cal Eldred,Cardinals,1653
1998,Armando Benitez,Orioles,865
2009,Craig Breslow,- - -,4363
2004,Felix Rodriguez,- - -,1127
2002,Justin Speier,Rockies,451
2007,Jesus Colome,Nationals,1198
2005,Lance Cormier,Diamondbacks,4346
2008,Rafael Betancourt,Indians,177
1998,Jerry Dipoto,Rockies,1003321
1999,Dan Miceli,Padres,1463
2001,Braden Looper,Marlins,526
2016,Michael Tonkin,Twins,10315
2004,Phil Norton,Reds,1714
2004,Ron Villone,Mariners,1010
2003,Justin Speier,Rockies,451
2000,Wayne Gomes,Phillies,191
2004,Shawn Camp,Royals,1855
2009,Sean Green,Mets,3001
2008,Mark Lowe,Mariners,7416
2007,Luis Vizcaino,Yankees,714
2012,Ryan Mattheus,Nationals,7169
1997,Don Wengert,Athletics,1013777
1997,Julian Tavarez,Giants,541
2000,Jeff Zimmerman,Rangers,1014446
2004,Dan Wheeler,- - -,120
1998,Miguel Batista,Expos,46
2011,Logan Ondrusek,Reds,3677
2016,Kevin Siegrist,Cardinals,8180
2009,Guillermo Mota,Dodgers,1467
2002,Rheal Cormier,Phillies,952
2000,Bill Simas,White Sox,1011977
2007,Willie Eyre,Rangers,2078
2011,Tony Sipp,Indians,8280
2000,Jose Santiago,Royals,972
1999,Bobby Ayala,- - -,1000384
2006,Saul Rivera,Nationals,2027
2000,Mike Williams,Pirates,1014
1999,Carlos Reyes,Padres,1721
1999,Danny Graves,Reds,326
1999,Manny Aybar,Cardinals,1107
2005,Pete Walker,Blue Jays,1325
2009,Angel Guzman,Cubs,2145
1998,Roberto Hernandez,Devil Rays,605
2011,Tim Collins,Royals,3164
2000,Jerry Spradlin,- - -,1012353
2007,David Riske,Royals,402
2004,Jason Grimsley,- - -,602
1998,Anthony Telford,Expos,1282
2002,Todd Van Poppel,Rangers,1284
2016,Trevor Cahill,Cubs,6249
1999,Bob Wells,Twins,760
2005,David Riske,Indians,402
2000,Turk Wendell,Mets,975
1997,Bobby Ayala,Mariners,1000384
2009,Tyler Clippard,Nationals,5640
2009,Ramon Ramirez,Red Sox,7986
2001,Todd Jones,- - -,436
2001,Billy Koch,Blue Jays,924
2000,Mark Guthrie,- - -,876
2000,Curtis Leskanic,Brewers,694
2008,Luis Ayala,- - -,1650
2010,Aaron Heilman,Diamondbacks,1751
2001,John Wasdin,- - -,1768
2015,J.J. Hoover,Reds,9037
1999,Terry Adams,Cubs,946
2004,Damaso Marte,White Sox,247
2006,Mike Timlin,Red Sox,1187
2000,Hector Carrasco,- - -,1240
2003,Mike Remlinger,Cubs,111
2000,Mike Morgan,Diamondbacks,67
2003,Aaron Fultz,Rangers,1113
1999,Tom Davey,- - -,1026
2008,Dan Wheeler,Rays,120
2001,Jay Powell,- - -,1271
2006,Joe Beimel,Dodgers,979
2016,Jesse Chavez,- - -,5448
2008,Bob Howry,Cubs,237
2000,Mark Petkovsek,Angels,1010242
1997,John Wasdin,Red Sox,1768
2002,Bob Howry,- - -,237
2007,Doug Brocail,Padres,551
1999,Jerry Spradlin,- - -,1012353
2008,Jesus Colome,Nationals,1198
2014,Francisco Rodriguez,Brewers,1642
