Season,Name,Team,playerid
2006,Chad Qualls,Astros,2170
2005,J.J. Putz,Mariners,1795
2004,Luis Vizcaino,Brewers,714
2008,Mike Lincoln,Reds,1457
1997,Shigetoshi Hasegawa,Angels,1082
1998,Mike Mohler,Athletics,1009033
1999,Mike Trombley,Twins,758
2014,Daniel Webb,White Sox,10558
1999,Scott Sauerbeck,Pirates,1007
2007,Dave Borkowski,Astros,2002
2009,Ryan Perry,Tigers,8799
2008,Alan Embree,Athletics,1030
2016,Tony Cingrani,Reds,12555
2001,Bob File,Blue Jays,1301
1997,Rich Rodriguez,Giants,1276
2000,Jose Mesa,Mariners,961
2001,Bob Howry,White Sox,237
1997,Marc Wilkins,Pirates,1013959
2003,Chris Spurling,Tigers,1668
2008,John Grabow,Pirates,1848
2016,Travis Wood,Cubs,9884
2007,Brad Hennessey,Giants,3720
2007,Ryan Dempster,Cubs,517
2004,David Riske,Indians,402
2004,Matt Herges,Giants,780
1998,Shigetoshi Hasegawa,Angels,1082
2000,Matt Anderson,Tigers,459
1998,Scott Sullivan,Reds,357
2009,Danys Baez,Orioles,367
1997,Heathcliff Slocumb,- - -,1012069
2009,Fernando Rodney,Tigers,494
2012,Brad Brach,Padres,6627
2006,Scott Eyre,Cubs,1300
1998,Esteban Yan,Devil Rays,1236
1998,Todd Jones,Tigers,436
1999,Dennis Cook,Mets,8
2005,Esteban Yan,Angels,1236
2005,Tanyon Sturtze,Yankees,1230
2006,Rick White,- - -,456
2008,Jensen Lewis,Indians,3384
1998,Heathcliff Slocumb,Mariners,1012069
2000,Danny Graves,Reds,326
2004,Terry Adams,- - -,946
2006,Chad Cordero,Nationals,1816
1998,Gabe White,Reds,360
1998,Doug Henry,Astros,1005668
2002,Jeff Farnsworth,Tigers,465
2005,Luis Vizcaino,White Sox,714
2006,Brendan Donnelly,Angels,1441
2015,Zach Duke,White Sox,3840
2004,Joe Roa,Twins,969
2016,JC Ramirez,- - -,8302
2009,Jason Jennings,Rangers,434
2006,Randy Messenger,Marlins,2658
2001,Juan Acevedo,- - -,458
2005,Tyler Walker,Giants,901
1997,Anthony Telford,Expos,1282
2009,Brian Stokes,Mets,8653
2003,Steve Kline,Cardinals,1164
2009,Miguel Batista,Mariners,46
2003,Carlos Silva,Phillies,973
1997,Buddy Groom,Athletics,143
2006,Darren Oliver,Mets,206
1999,Donne Wall,Padres,39
2002,Mike Timlin,- - -,1187
2013,Josh Roenicke,Twins,3241
2002,Sean Lowe,- - -,994
2006,Chad Gaudin,Athletics,1783
2004,Duaner Sanchez,Dodgers,1518
2005,Bob Wickman,Indians,413
2000,Shigetoshi Hasegawa,Angels,1082
2005,Jesse Crain,Twins,4817
2006,Matt Guerrier,Twins,2061
1998,Shayne Bennett,Expos,1000847
1997,Dan Miceli,Tigers,1463
1999,Bill Simas,White Sox,1011977
2000,Tim Worrell,- - -,1139
1999,Jerry Dipoto,Rockies,1003321
2016,Antonio Bastardo,- - -,8844
1998,Mike Stanton,Yankees,849
1998,Pep Harris,Angels,1005427
2001,Mike Williams,- - -,1014
2000,Braden Looper,Marlins,526
1997,Bob Wells,Mariners,760
2009,Phil Coke,Yankees,5535
1997,Kent Bottenfield,Cubs,1001226
2005,Vinnie Chulk,Blue Jays,1838
2003,Luther Hackman,Padres,1155
2003,Lance Carter,Devil Rays,1592
1999,Gabe White,Reds,360
2002,Dave Veres,Cardinals,1188
2001,Curtis Leskanic,Brewers,694
2003,Felix Heredia,- - -,1304
2002,Esteban Yan,Devil Rays,1236
2000,Jason Grimsley,Yankees,602
1997,Matt Ruebel,Pirates,1011289
2012,Josh Roenicke,Rockies,3241
2003,Steve Sparks,- - -,499
2002,Matt Herges,Expos,780
1997,Mel Rojas,- - -,1011153
2005,Mike Wood,Royals,1806
2004,Justin Duchscherer,Athletics,910
2001,Justin Speier,- - -,451
2003,Jesus Colome,Devil Rays,1198
1999,Mike Timlin,Orioles,1187
1998,Bill Simas,White Sox,1011977
1998,Greg Swindell,- - -,76
2011,Matt Capps,Twins,4788
2008,Ryan Franklin,Cardinals,1076
2001,Ryan Franklin,Mariners,1076
2002,Tony Fiore,Twins,726
2003,D.J. Carrasco,Royals,1666
2007,Jorge Julio,- - -,148
1999,Sean Lowe,White Sox,994
1997,Doug Bochtler,Padres,1001107
2012,Matt Albers,- - -,4300
2003,Todd Jones,- - -,436
1999,Albie Lopez,Devil Rays,102
2005,Chris Spurling,Tigers,1668
1999,John Wasdin,Red Sox,1768
2001,Ricky Bottalico,Phillies,948
2012,Chad Durbin,Braves,1442
1998,Eddie Guardado,Twins,727
1997,Turk Wendell,- - -,975
1999,David Weathers,Brewers,902
2000,Juan Acevedo,Brewers,458
2007,Shawn Chacon,Pirates,424
1999,Wayne Gomes,Phillies,191
1999,Pat Mahomes,Mets,291
1999,Jason Grimsley,Yankees,602
2016,Vance Worley,Orioles,6435
1998,Mike Trombley,Twins,758
1998,Doug Jones,- - -,1006552
2000,Todd Van Poppel,Cubs,1284
2007,Carlos Villanueva,Brewers,4138
2004,Danny Graves,Reds,326
2004,Scott Sullivan,Royals,357
2010,Eddie Bonine,Tigers,5890
2002,Scott Sullivan,Reds,357
2009,Jamey Wright,Royals,715
2006,Todd Wellemeyer,- - -,1709
1998,John Frascatore,Cardinals,1004304
2000,John Wetteland,Rangers,1013815
2005,Yhency Brazoban,Dodgers,2150
1999,Mike Jackson,Indians,732
2006,Chris Ray,Orioles,6315
2003,Mike DeJean,- - -,682
2009,Jesse Chavez,Pirates,5448
1998,Aaron Small,- - -,1477
2011,Chad Durbin,Indians,1442
2007,Al Reyes,Devil Rays,1005
2006,Jason Grilli,Tigers,521
1998,Curtis Leskanic,Rockies,694
2006,Ron Villone,Yankees,1010
2010,Andy Sonnanstine,Rays,7667
2001,Ricky Bones,Marlins,1001161
2016,Arquimedes Caminero,- - -,8992
1999,Ricky Bottalico,Cardinals,948
1999,Steve Montgomery,Phillies,1009074
2003,Trey Hodges,Braves,1608
2013,Bryan Morris,Pirates,10234
2000,Doug Creek,Devil Rays,1202
2010,Tony Pena,White Sox,4573
2001,Gene Stechschulte,Cardinals,1184
2008,Aaron Heilman,Mets,1751
2008,Chan Ho Park,Dodgers,1267
1999,Gregg Olson,Diamondbacks,1009791
2004,Jorge Julio,Orioles,148
2015,Fernando Rodney,- - -,494
1998,Brian Boehringer,Padres,984
2016,Erasmo Ramirez,Rays,10314
2003,Joe Beimel,Pirates,979
2009,Kevin Gregg,Cubs,1793
2001,Doug Creek,Devil Rays,1202
1999,Steve Reed,Indians,1053
2003,Dan Miceli,- - -,1463
2001,Dave Veres,Cardinals,1188
1999,Graeme Lloyd,Blue Jays,783
2001,Jose Paniagua,Mariners,483
2000,Mike Timlin,- - -,1187
2010,Miguel Batista,Nationals,46
2006,Jose Capellan,Brewers,2236
2003,Ricky Stone,Astros,576
1998,Greg McMichael,- - -,1008640
1998,Rich DeLucia,Angels,1003185
2014,J.J. Hoover,Reds,9037
2003,Mike Williams,- - -,1014
2004,David Weathers,- - -,902
2004,Tanyon Sturtze,Yankees,1230
2008,Josh Rupe,Rangers,7206
2004,Lance Carter,Devil Rays,1592
1998,Matt Karchner,- - -,1006697
1998,Alan Mills,Orioles,1008949
2015,Neal Cotts,- - -,1797
2003,Turk Wendell,Phillies,975
2004,J.J. Putz,Mariners,1795
2006,Fernando Cabrera,Indians,2105
2000,Carlos Almanzar,Padres,308
1999,Brian Edmondson,Marlins,1003677
1999,Al Reyes,- - -,1005
2007,Gary Glover,Devil Rays,234
2005,Jorge Julio,Orioles,148
1998,John Hudek,- - -,1006128
2006,Oscar Villarreal,Braves,1654
2004,Neal Cotts,White Sox,1797
2002,Al Levine,Angels,20
2007,Kyle Farnsworth,Yankees,278
1997,Norm Charlton,Mariners,1002160
2008,Franquelis Osoria,Pirates,2860
2004,Al Levine,Tigers,20
1999,Scott Sanders,Cubs,1011423
1997,Todd Ritchie,Twins,253
2001,Rod Beck,Red Sox,1730
2003,Rick White,- - -,456
1999,Onan Masaoka,Dodgers,1008209
2010,Jesse Chavez,- - -,5448
2002,Rick Bauer,Orioles,125
2011,John Grabow,Cubs,1848
2006,Ken Ray,Braves,1986
2008,Matt Guerrier,Twins,2061
1999,John Frascatore,- - -,1004304
2002,Jeremy Fikac,Padres,1031
1999,Rodney Myers,Cubs,1511
2001,Bob Wells,Twins,760
2003,Stephen Randolph,Diamondbacks,1655
2006,Julian Tavarez,Red Sox,541
2009,Chad Durbin,Phillies,1442
2007,Scott Linebrink,- - -,564
2012,Josh Lindblom,- - -,7882
1997,Mark Petkovsek,Cardinals,1010242
2004,Jeff Bennett,Brewers,1903
2008,Denny Bautista,- - -,1947
2002,Giovanni Carrara,Dodgers,643
2009,Juan Oviedo,Marlins,2886
1997,Eric Plunk,Indians,1010400
2007,Geoff Geary,Phillies,1813
1999,Dave Veres,Rockies,1188
2016,Carlos Villanueva,Padres,4138
2003,J.C. Romero,Twins,754
2009,Jensen Lewis,Indians,3384
2000,Johan Santana,Twins,755
2003,Al Levine,- - -,20
2000,Manny Aybar,- - -,1107
2008,Renyel Pinto,Marlins,2180
2003,Jorge Julio,Orioles,148
1998,Antonio Alfonseca,Marlins,260
2009,Brian Bass,Orioles,2219
2000,Marc Wilkins,Pirates,1013959
2001,Kane Davis,Rockies,872
2010,Lance Cormier,Rays,4346
1997,Terry Mathews,Orioles,1008241
2009,Tim Byrdak,Astros,1995
1998,Carlos Castillo,White Sox,1002060
2004,John Riedling,Reds,1515
2000,Heathcliff Slocumb,- - -,1012069
1999,Benj Sampson,Twins,1011397
2003,Steve Reed,Rockies,1053
2003,Rocky Biddle,Expos,223
2016,Adam Warren,- - -,9029
2000,Russ Springer,Diamondbacks,1652
2006,Brandon McCarthy,White Sox,4662
2007,Scott Proctor,- - -,1911
2004,Tim Harikkala,Rockies,1909
2010,Tony Sipp,Indians,8280
1999,Shigetoshi Hasegawa,Angels,1082
2012,Livan Hernandez,- - -,1116
2015,Alexi Ogando,Red Sox,10261
2003,Esteban Yan,- - -,1236
2003,Leo Estrella,Brewers,277
1999,Brad Rigby,- - -,1010954
2009,Luis Perdomo,Padres,5380
1998,Eric Gunderson,Rangers,1005144
1997,Steve Reed,Rockies,1053
1999,Scott Service,Royals,1684
2004,Jon Adkins,White Sox,1799
2006,David Weathers,Reds,902
1998,Brian Edmondson,- - -,1003677
2006,Jake Woods,Mariners,2196
2006,Jose Mesa,Rockies,961
2001,Mike Jackson,Astros,732
2006,Brian Meadows,Devil Rays,998
2003,Brian Boehringer,Pirates,984
2001,Turk Wendell,- - -,975
2001,Pat Mahomes,Rangers,291
2000,Al Levine,Angels,20
2005,Travis Harper,Devil Rays,1211
2002,Corey Thurman,Blue Jays,1324
2003,Terry Mulholland,Indians,665
1997,Mark Guthrie,Dodgers,876
1998,Danny Patterson,Rangers,485
2009,David Weathers,- - -,902
2008,Brian Bass,- - -,2219
2005,Jim Brower,- - -,313
2008,Kyle Farnsworth,- - -,278
2000,Ricky Bottalico,Royals,948
1999,Alan Mills,Dodgers,1008949
1999,Al Levine,Angels,20
2000,Doug Henry,- - -,1005668
2000,Tim Wakefield,Red Sox,219
2016,Ross Ohlendorf,Reds,8268
2000,Mike Trombley,Orioles,758
2004,Rick White,Indians,456
2001,Mark Petkovsek,Rangers,1010242
2002,Scott Cassidy,Blue Jays,1293
2006,Ryan Franklin,- - -,1076
2005,Steve Kline,Orioles,1164
2000,Eddie Guardado,Twins,727
2003,Luis Vizcaino,Brewers,714
2000,Pat Mahomes,Mets,291
2000,Francisco Cordero,Rangers,1243
2007,Brian Stokes,Devil Rays,8653
2008,Justin Speier,Angels,451
2006,Roberto Novoa,Cubs,2217
2001,Doug Henry,Royals,1005668
2006,Ambiorix Burgos,Royals,3246
1999,Jose Mesa,Mariners,961
1999,Eric Plunk,Brewers,1010400
2003,Roberto Hernandez,Braves,605
2016,Brett Oberholtzer,- - -,3855
2010,Chad Gaudin,- - -,1783
2000,Chris Brock,Phillies,130
1998,Jim Pittsley,Royals,1010379
2001,Gabe White,Rockies,360
2000,John Frascatore,Blue Jays,1004304
1999,Mike DeJean,Rockies,682
2004,Shawn Chacon,Rockies,424
1998,Doug Bochtler,Tigers,1001107
